"Bcell"	"MCL"	"BtoMCL_logFC"	"BtoMCL_adj.P.Val"	"combo.name"
"55850"	"1"	"1"	"-0.065832292"	"6.231232e-06"	"55850"
"83641"	"1"	"1"	"-0.134132224"	"7.189625e-06"	"83641"
"581"	"1"	"1"	" 0.102660194"	"5.696245e-06"	"581"
"6118"	"1"	"1"	"-0.068550324"	"6.758057e-06"	"6118"
"51073"	"1"	"1"	" 0.033204638"	"6.166454e-06"	"51073"
"51586"	"1"	"1"	" 0.059255466"	"5.969176e-06"	"51586"
"84628"	"1"	"1"	" 0.058081419"	"3.972908e-06"	"84628"
"100130452"	"1"	"1"	"-0.030580650"	"4.077819e-06"	"100130452"
"350"	"1"	"1"	"-0.098788936"	"5.167045e-06"	"350"
"116028"	"1"	"1"	"-0.127950375"	"7.094486e-06"	"116028"
"25925"	"1"	"1"	" 0.073244918"	"4.057848e-06"	"25925"
"118738"	"1"	"1"	"-0.048547101"	"4.897615e-06"	"118738"
"81858"	"1"	"1"	" 0.044149786"	"5.759070e-06"	"81858"
"9848"	"1"	"1"	" 0.029761292"	"4.469498e-06"	"9848"
"64081"	"1"	"1"	" 0.049199346"	"4.252200e-06"	"64081"
"132228"	"1"	"1"	"-0.048891756"	"5.143498e-06"	"132228"
"144501"	"1"	"1"	"-0.074908714"	"6.432931e-06"	"144501"
"79869"	"1"	"1"	" 0.053973549"	"7.067097e-06"	"79869"
"51714"	"1"	"1"	"-0.099250632"	"8.013289e-06"	"51714"
"64792"	"1"	"1"	" 0.045465307"	"5.834065e-06"	"64792"
"729967"	"1"	"1"	" 0.057544005"	"4.791687e-06"	"729967"
"3157"	"1"	"1"	"-0.072494046"	"7.136558e-06"	"3157"
"10842"	"1"	"1"	" 0.206158170"	"5.105729e-06"	"10842"
"3695"	"1"	"1"	" 0.116396512"	"7.019422e-06"	"3695"
"8794"	"1"	"1"	" 0.027165927"	"4.560986e-06"	"8794"
"9658"	"1"	"1"	" 0.073228525"	"6.028017e-06"	"9658"
"92126"	"1"	"1"	"-0.029495880"	"4.718893e-06"	"92126"
"7804"	"1"	"1"	" 0.063421002"	"5.060943e-06"	"7804"
"8777"	"1"	"1"	" 0.049137119"	"5.477568e-06"	"8777"
"741"	"1"	"1"	" 0.031043424"	"5.131317e-06"	"741"
"28778"	"1"	"1"	"-0.291673006"	"7.478626e-06"	"28778"
"57587"	"1"	"1"	" 0.032724066"	"5.709851e-06"	"57587"
"8501"	"1"	"1"	"-0.108413153"	"6.418289e-06"	"8501"
"84365"	"1"	"1"	"-0.042836402"	"7.829088e-06"	"84365"
"85416"	"1"	"1"	" 0.027838404"	"5.040044e-06"	"85416"
"5531"	"1"	"1"	" 0.051617771"	"8.255202e-06"	"5531"
"101927279"	"1"	"1"	" 0.063978161"	"5.017722e-06"	"101927279"
"101929550"	"1"	"1"	"-0.031964560"	"5.498386e-06"	"101929550"
"27074"	"1"	"1"	" 0.148317588"	"4.900011e-06"	"27074"
"55916"	"1"	"1"	"-0.042609417"	"7.535630e-06"	"55916"
"51528"	"1"	"1"	" 0.054071755"	"6.607399e-06"	"51528"
"1736"	"1"	"1"	" 0.063749276"	"7.907690e-06"	"1736"
"7363"	"1"	"1"	"-0.040148384"	"4.859773e-06"	"7363"
"79902"	"1"	"1"	" 0.071026738"	"8.101297e-06"	"79902"
"123096"	"1"	"1"	" 0.086851234"	"6.924406e-06"	"123096"
"138255"	"1"	"1"	" 0.051494451"	"4.888747e-06"	"138255"
"5423"	"1"	"1"	" 0.061974456"	"8.149082e-06"	"5423"
"5739"	"1"	"1"	" 0.025259254"	"7.316695e-06"	"5739"
"1663"	"1"	"1"	" 0.106948406"	"7.861408e-06"	"1663"
"57509"	"1"	"1"	" 0.059074021"	"6.352161e-06"	"57509"
"80308"	"1"	"1"	" 0.037730822"	"7.931321e-06"	"80308"
"27034"	"1"	"1"	" 0.057845370"	"6.538934e-06"	"27034"
"199746"	"1"	"1"	" 0.082481484"	"7.607105e-06"	"199746"
"26502"	"1"	"1"	" 0.063932422"	"8.167593e-06"	"26502"
"6462"	"1"	"1"	"-0.027909779"	"6.310381e-06"	"6462"
"6376"	"1"	"1"	" 0.087338208"	"6.563345e-06"	"6376"
"57560"	"1"	"1"	" 0.098565954"	"7.311438e-06"	"57560"
"8365"	"1"	"1"	"-0.112208457"	"5.888145e-06"	"8365"
"55096"	"1"	"1"	"-0.107400748"	"7.662390e-06"	"55096"
"1959"	"1"	"1"	"-0.283568567"	"8.807896e-06"	"1959"
"10085"	"1"	"1"	"-0.075207656"	"6.244666e-06"	"10085"
"389421"	"1"	"1"	"-0.090856883"	"6.549059e-06"	"389421"
"144348"	"1"	"1"	" 0.073506081"	"8.490559e-06"	"144348"
"255738"	"1"	"1"	"-0.044474176"	"7.326549e-06"	"255738"
"257240"	"1"	"1"	"-0.084807654"	"5.525376e-06"	"257240"
"266812"	"1"	"1"	"-0.094793022"	"8.013289e-06"	"266812"
"4627"	"1"	"1"	"-0.067901042"	"9.512846e-06"	"4627"
"27229"	"1"	"1"	"-0.066330436"	"8.395643e-06"	"27229"
"9047"	"1"	"1"	" 0.068256938"	"7.214202e-06"	"9047"
"339512"	"1"	"1"	"-0.032211314"	"5.459608e-06"	"339512"
"54918"	"1"	"1"	"-0.077563757"	"9.683296e-06"	"54918"
"221756"	"1"	"1"	" 0.193600032"	"6.990669e-06"	"221756"
"5337"	"1"	"1"	" 0.033886175"	"6.462142e-06"	"5337"
"962"	"1"	"1"	"-0.127145690"	"1.087935e-05"	"962"
"83608"	"1"	"1"	" 0.056954531"	"8.366686e-06"	"83608"
"3958"	"1"	"1"	" 0.117014016"	"8.704532e-06"	"3958"
"9957"	"1"	"1"	"-0.085385690"	"7.973002e-06"	"9957"
"4303"	"1"	"1"	" 0.032362392"	"6.671590e-06"	"4303"
"5663"	"1"	"1"	"-0.049415106"	"8.195157e-06"	"5663"
"1633"	"1"	"1"	"-0.071369300"	"1.027592e-05"	"1633"
"9321"	"1"	"1"	"-0.057125734"	"7.513009e-06"	"9321"
"116224"	"1"	"1"	"-0.071101301"	"8.009681e-06"	"116224"
"3912"	"1"	"1"	" 0.073998861"	"7.281127e-06"	"3912"
"27175"	"1"	"1"	" 0.064611147"	"6.576627e-06"	"27175"
"64094"	"1"	"1"	" 0.087369293"	"6.121832e-06"	"64094"
"4645"	"1"	"1"	" 0.071033610"	"6.470097e-06"	"4645"
"28809"	"1"	"1"	"-0.414489600"	"1.050620e-05"	"28809"
"114900"	"1"	"1"	" 0.030038049"	"6.110782e-06"	"114900"
"25847"	"1"	"1"	" 0.084656959"	"9.529345e-06"	"25847"
"51282"	"1"	"1"	"-0.062852998"	"1.021930e-05"	"51282"
"55160"	"1"	"1"	" 0.054126560"	"8.160436e-06"	"55160"
"88"	"1"	"1"	"-0.020458518"	"6.467763e-06"	"88"
"353219"	"1"	"1"	"-0.029239407"	"8.081710e-06"	"353219"
"114818"	"1"	"1"	"-0.097271961"	"8.868912e-06"	"114818"
"56101"	"1"	"1"	"-0.034491853"	"7.189625e-06"	"56101"
"10226"	"1"	"1"	"-0.065161290"	"1.066893e-05"	"10226"
"9468"	"1"	"1"	"-0.022284031"	"6.709387e-06"	"9468"
"28"	"1"	"1"	"-0.022770313"	"7.208991e-06"	"28"
"57561"	"1"	"1"	"-0.152100619"	"1.016840e-05"	"57561"
"10420"	"1"	"1"	"-0.087667805"	"8.666335e-06"	"10420"
"6856"	"1"	"1"	"-0.099622940"	"1.154652e-05"	"6856"
"84790"	"1"	"1"	" 0.089220359"	"9.867565e-06"	"84790"
"2134"	"1"	"1"	" 0.029173792"	"7.377379e-06"	"2134"
"84276"	"1"	"1"	"-0.050896651"	"9.976970e-06"	"84276"
"57127"	"1"	"1"	"-0.030727063"	"9.027403e-06"	"57127"
"8549"	"1"	"1"	"-0.061835346"	"8.083532e-06"	"8549"
"10632"	"1"	"1"	"-0.059872095"	"1.076764e-05"	"10632"
"10783"	"1"	"1"	"-0.090815146"	"1.078355e-05"	"10783"
"25770"	"1"	"1"	"-0.028217508"	"7.067097e-06"	"25770"
"126231"	"1"	"1"	"-0.089059448"	"9.622167e-06"	"126231"
"81792"	"1"	"1"	"-0.031598915"	"8.277495e-06"	"81792"
"3738"	"1"	"1"	"-0.107447195"	"9.731139e-06"	"3738"
"369"	"1"	"1"	" 0.037508359"	"8.160436e-06"	"369"
"58985"	"1"	"1"	"-0.034967574"	"8.025462e-06"	"58985"
"54108"	"1"	"1"	"-0.089318386"	"9.850177e-06"	"54108"
"56124"	"1"	"1"	"-0.061761629"	"7.825192e-06"	"56124"
"1440"	"1"	"1"	"-0.037580024"	"8.473521e-06"	"1440"
"883"	"1"	"1"	" 0.056739128"	"9.829720e-06"	"883"
"26155"	"1"	"1"	" 0.047154961"	"1.024904e-05"	"26155"
"51278"	"1"	"1"	"-0.160295467"	"1.243654e-05"	"51278"
"54206"	"1"	"1"	" 0.120847472"	"6.944162e-06"	"54206"
"55651"	"1"	"1"	"-0.062909682"	"1.150476e-05"	"55651"
"4137"	"1"	"1"	" 0.023876842"	"8.607472e-06"	"4137"
"23517"	"1"	"1"	"-0.040469443"	"1.137458e-05"	"23517"
"11030"	"1"	"1"	" 0.055874454"	"7.518806e-06"	"11030"
"8408"	"1"	"1"	" 0.053772586"	"7.696313e-06"	"8408"
"23205"	"1"	"1"	"-0.033558789"	"7.339507e-06"	"23205"
"1953"	"1"	"1"	" 0.088341242"	"8.101297e-06"	"1953"
"116143"	"1"	"1"	"-0.058149597"	"1.076764e-05"	"116143"
"5189"	"1"	"1"	" 0.043072485"	"9.722088e-06"	"5189"
"1147"	"1"	"1"	" 0.043682877"	"9.272625e-06"	"1147"
"10487"	"2"	"1"	"-0.072935641"	"1.296966e-05"	"10487"
"6004"	"1"	"1"	"-0.114921521"	"1.052088e-05"	"6004"
"401097"	"1"	"1"	" 0.044787184"	"7.019422e-06"	"401097"
"162239"	"1"	"1"	" 0.064283458"	"8.876299e-06"	"162239"
"100885798"	"1"	"1"	"-0.028394222"	"9.215626e-06"	"100885798"
"9620"	"1"	"1"	" 0.068676227"	"8.195157e-06"	"9620"
"7709"	"1"	"1"	" 0.050357786"	"1.044042e-05"	"7709"
"80086"	"1"	"1"	"-0.050007777"	"1.085783e-05"	"80086"
"51704"	"1"	"1"	" 0.048662276"	"9.177024e-06"	"51704"
"7770"	"1"	"1"	" 0.038726272"	"8.945744e-06"	"7770"
"5066"	"1"	"1"	" 0.103629088"	"8.845584e-06"	"5066"
"23513"	"1"	"1"	" 0.054236210"	"1.155915e-05"	"23513"
"79095"	"1"	"1"	" 0.074752536"	"1.150739e-05"	"79095"
"79594"	"1"	"1"	"-0.037020368"	"1.128053e-05"	"79594"
"148066"	"1"	"1"	"-0.029516637"	"1.031398e-05"	"148066"
"51338"	"1"	"1"	" 0.089537237"	"7.576721e-06"	"51338"
"6603"	"1"	"1"	"-0.055959888"	"1.214747e-05"	"6603"
"10461"	"1"	"1"	" 0.065426946"	"9.132130e-06"	"10461"
"84164"	"1"	"1"	" 0.050107390"	"1.083627e-05"	"84164"
"10972"	"1"	"1"	"-0.055015102"	"1.225639e-05"	"10972"
"1875"	"1"	"1"	"-0.134397316"	"1.308952e-05"	"1875"
"8273"	"1"	"1"	"-0.072474247"	"1.119447e-05"	"8273"
"1602"	"1"	"1"	" 0.058122769"	"7.374625e-06"	"1602"
"55253"	"1"	"1"	" 0.078341162"	"1.147632e-05"	"55253"
"11346"	"1"	"1"	"-0.061921385"	"1.085011e-05"	"11346"
"1718"	"1"	"1"	"-0.145348197"	"1.189889e-05"	"1718"
"11164"	"1"	"1"	" 0.073516132"	"1.274757e-05"	"11164"
"79050"	"1"	"1"	"-0.032926640"	"1.174229e-05"	"79050"
"10449"	"1"	"1"	" 0.037050529"	"1.154652e-05"	"10449"
"147004"	"1"	"1"	"-0.031641389"	"8.195157e-06"	"147004"
"55744"	"1"	"1"	"-0.050467773"	"1.158258e-05"	"55744"
"5365"	"1"	"1"	"-0.034850491"	"9.875321e-06"	"5365"
"5886"	"1"	"1"	" 0.055857542"	"1.269791e-05"	"5886"
"6653"	"1"	"1"	"-0.338382845"	"1.391071e-05"	"6653"
"2846"	"1"	"1"	" 0.038362703"	"7.947168e-06"	"2846"
"54360"	"1"	"1"	" 0.043925836"	"8.518701e-06"	"54360"
"28451"	"1"	"1"	"-0.264349204"	"1.329538e-05"	"28451"
"23378"	"1"	"1"	"-0.044653994"	"1.265932e-05"	"23378"
"102"	"1"	"1"	"-0.053332751"	"1.336728e-05"	"102"
"4128"	"1"	"1"	" 0.061781595"	"8.928315e-06"	"4128"
"151393"	"1"	"1"	"-0.048030511"	"9.872553e-06"	"151393"
"56603"	"1"	"1"	" 0.045923394"	"9.034555e-06"	"56603"
"79767"	"1"	"1"	" 0.043694552"	"9.663507e-06"	"79767"
"10492"	"1"	"1"	"-0.058489474"	"1.387750e-05"	"10492"
"3163"	"1"	"1"	" 0.041364417"	"1.336728e-05"	"3163"
"84331"	"1"	"1"	" 0.052454172"	"1.316225e-05"	"84331"
"60682"	"1"	"1"	"-0.062270056"	"1.353416e-05"	"60682"
"57003"	"1"	"1"	" 0.060781546"	"1.311632e-05"	"57003"
"9667"	"1"	"1"	" 0.058327042"	"1.348907e-05"	"9667"
"79875"	"1"	"1"	"-0.049730770"	"9.360997e-06"	"79875"
"22901"	"1"	"1"	" 0.057635507"	"9.442589e-06"	"22901"
"84260"	"1"	"1"	" 0.040893418"	"1.157524e-05"	"84260"
"1445"	"1"	"1"	"-0.078372666"	"1.614487e-05"	"1445"
"26470"	"1"	"1"	"-0.053212374"	"1.209027e-05"	"26470"
"286451"	"1"	"1"	" 0.036977909"	"1.069378e-05"	"286451"
"6988"	"1"	"1"	"-0.069868582"	"1.312627e-05"	"6988"
"10285"	"1"	"1"	" 0.054906000"	"1.410535e-05"	"10285"
"25813"	"1"	"1"	"-0.075207961"	"1.481157e-05"	"25813"
"54805"	"1"	"1"	"-0.030374118"	"9.722088e-06"	"54805"
"23460"	"1"	"1"	" 0.201314819"	"1.133862e-05"	"23460"
"143384"	"1"	"1"	" 0.036017004"	"1.073928e-05"	"143384"
"285692"	"1"	"1"	"-0.021653077"	"8.974265e-06"	"285692"
"7867"	"1"	"1"	" 0.048414882"	"1.376985e-05"	"7867"
"7538"	"1"	"1"	"-0.133911869"	"1.618912e-05"	"7538"
"23180"	"1"	"1"	"-0.206837606"	"1.784667e-05"	"23180"
"1312"	"1"	"1"	" 0.046657321"	"1.438508e-05"	"1312"
"81831"	"1"	"1"	" 0.104579671"	"1.225639e-05"	"81831"
"4850"	"1"	"1"	"-0.031808318"	"1.103984e-05"	"4850"
"9556"	"1"	"1"	"-0.051455934"	"1.567174e-05"	"9556"
"6137"	"1"	"1"	"-0.057635491"	"1.437957e-05"	"6137"
"6674"	"1"	"1"	" 0.139553007"	"9.512846e-06"	"6674"
"554202"	"1"	"1"	"-0.044490692"	"1.294366e-05"	"554202"
"4603"	"1"	"1"	"-0.193175766"	"1.429748e-05"	"4603"
"858"	"1"	"1"	" 0.064947811"	"1.135219e-05"	"858"
"64172"	"1"	"1"	" 0.048157434"	"1.367504e-05"	"64172"
"889"	"1"	"1"	" 0.044424193"	"1.290367e-05"	"889"
"375748"	"1"	"1"	"-0.033110309"	"1.002102e-05"	"375748"
"101927870"	"1"	"1"	"-0.025958325"	"9.530731e-06"	"101927870"
"3090"	"1"	"1"	" 0.027640847"	"1.006531e-05"	"3090"
"136306"	"1"	"1"	" 0.031617834"	"9.578505e-06"	"136306"
"368"	"1"	"1"	"-0.028222887"	"1.047251e-05"	"368"
"1635"	"1"	"1"	" 0.056087910"	"1.538438e-05"	"1635"
"114984"	"1"	"1"	" 0.037126267"	"1.258339e-05"	"114984"
"27243"	"1"	"1"	"-0.056854521"	"1.731803e-05"	"27243"
"64718"	"1"	"1"	" 0.046171395"	"1.288603e-05"	"64718"
"1452"	"1"	"1"	"-0.050382413"	"1.537020e-05"	"1452"
"1983"	"1"	"1"	"-0.063936558"	"1.634088e-05"	"1983"
"147040"	"1"	"1"	"-0.063520330"	"1.177724e-05"	"147040"
"101927220"	"1"	"1"	"-0.035134152"	"1.002552e-05"	"101927220"
"51148"	"1"	"1"	"-0.067121424"	"1.443610e-05"	"51148"
"10695"	"1"	"1"	" 0.061565151"	"1.626272e-05"	"10695"
"728978"	"1"	"1"	" 0.038552064"	"1.065207e-05"	"728978"
"10460"	"1"	"1"	" 0.061201199"	"1.680314e-05"	"10460"
"5428"	"1"	"1"	" 0.038242874"	"1.550670e-05"	"5428"
"8620"	"1"	"1"	" 0.043762087"	"1.250573e-05"	"8620"
"6500"	"1"	"1"	"-0.061707086"	"1.612347e-05"	"6500"
"100874038"	"1"	"1"	"-0.031522159"	"1.027592e-05"	"100874038"
"81562"	"1"	"1"	"-0.040387780"	"1.671430e-05"	"81562"
"5077"	"1"	"1"	" 0.018231804"	"1.109450e-05"	"5077"
"9619"	"1"	"1"	" 0.110083440"	"1.305287e-05"	"9619"
"149628"	"1"	"1"	" 0.104660140"	"1.244040e-05"	"149628"
"55769"	"1"	"1"	" 0.091311773"	"1.625847e-05"	"55769"
"101927523"	"1"	"1"	"-0.032168854"	"1.176458e-05"	"101927523"
"801"	"1"	"1"	"-0.062499611"	"1.869607e-05"	"801"
"4891"	"1"	"1"	" 0.049192736"	"1.408187e-05"	"4891"
"203447"	"1"	"1"	"-0.022779015"	"1.137458e-05"	"203447"
"10180"	"1"	"1"	"-0.102017867"	"1.890870e-05"	"10180"
"348013"	"1"	"1"	" 0.029079600"	"1.136633e-05"	"348013"
"55094"	"1"	"1"	" 0.034180573"	"1.404889e-05"	"55094"
"5316"	"1"	"1"	"-0.032566098"	"1.485810e-05"	"5316"
"647979"	"1"	"1"	" 0.059654331"	"1.746826e-05"	"647979"
"5928"	"1"	"1"	"-0.056626634"	"1.701316e-05"	"5928"
"7140"	"1"	"1"	" 0.033584301"	"1.167547e-05"	"7140"
"284029"	"1"	"1"	"-0.111872092"	"1.631308e-05"	"284029"
"1961"	"1"	"1"	"-0.028327478"	"1.212898e-05"	"1961"
"6880"	"1"	"1"	"-0.040088210"	"1.977951e-05"	"6880"
"161"	"1"	"1"	" 0.063976337"	"1.898106e-05"	"161"
"64743"	"1"	"1"	" 0.058346899"	"1.658552e-05"	"64743"
"8907"	"1"	"1"	" 0.045004981"	"1.897100e-05"	"8907"
"147746"	"1"	"1"	"-0.031197437"	"1.748542e-05"	"147746"
"162989"	"1"	"1"	"-0.066210976"	"1.926845e-05"	"162989"
"139170"	"1"	"1"	"-0.028337190"	"1.254191e-05"	"139170"
"339541"	"1"	"1"	" 0.172454778"	"1.547303e-05"	"339541"
"5202"	"1"	"1"	" 0.051882784"	"1.985969e-05"	"5202"
"283310"	"1"	"1"	"-0.066641062"	"1.304755e-05"	"283310"
"2745"	"1"	"1"	"-0.088609382"	"2.107585e-05"	"2745"
"84851"	"1"	"1"	"-0.095909575"	"1.726673e-05"	"84851"
"118924"	"1"	"1"	" 0.031884609"	"1.685317e-05"	"118924"
"55556"	"1"	"1"	" 0.098697108"	"1.537020e-05"	"55556"
"140890"	"1"	"1"	" 0.030098725"	"1.675298e-05"	"140890"
"91694"	"1"	"1"	" 0.100919056"	"1.964323e-05"	"91694"
"222234"	"1"	"1"	" 0.053395470"	"1.278820e-05"	"222234"
"101929660"	"1"	"1"	"-0.028729739"	"1.412302e-05"	"101929660"
"84307"	"1"	"1"	" 0.070698062"	"1.631308e-05"	"84307"
"57631"	"1"	"1"	"-0.036419073"	"1.290367e-05"	"57631"
"10421"	"1"	"1"	"-0.039488208"	"2.115759e-05"	"10421"
"64130"	"1"	"1"	" 0.042045888"	"1.330066e-05"	"64130"
"6567"	"1"	"1"	"-0.044711604"	"1.675298e-05"	"6567"
"100506686"	"1"	"1"	" 0.064148540"	"1.616678e-05"	"100506686"
"85453"	"1"	"1"	"-0.209762025"	"2.208490e-05"	"85453"
"8411"	"1"	"1"	"-0.046764416"	"1.780669e-05"	"8411"
"23515"	"1"	"1"	" 0.073264407"	"2.024700e-05"	"23515"
"201283"	"1"	"1"	"-0.095818251"	"1.696032e-05"	"201283"
"342892"	"1"	"1"	" 0.088281683"	"1.343180e-05"	"342892"
"4259"	"1"	"1"	" 0.121483041"	"2.057050e-05"	"4259"
"79887"	"1"	"1"	" 0.196330240"	"1.908585e-05"	"79887"
"5971"	"1"	"1"	" 0.062654472"	"1.872567e-05"	"5971"
"10693"	"1"	"1"	"-0.052155215"	"1.508857e-05"	"10693"
"26190"	"1"	"1"	"-0.036728850"	"1.991437e-05"	"26190"
"22818"	"1"	"1"	" 0.063676905"	"2.208700e-05"	"22818"
"10336"	"1"	"1"	" 0.059807130"	"1.918167e-05"	"10336"
"101927884"	"1"	"1"	"-0.023841437"	"1.471580e-05"	"101927884"
"7469"	"1"	"1"	" 0.028481579"	"2.089868e-05"	"7469"
"3936"	"1"	"1"	"-0.131098345"	"2.692646e-05"	"3936"
"868"	"1"	"1"	" 0.098361466"	"2.003839e-05"	"868"
"29799"	"1"	"1"	" 0.089999610"	"1.543716e-05"	"29799"
"50865"	"1"	"1"	" 0.083053540"	"2.056044e-05"	"50865"
"7124"	"1"	"1"	"-0.164148030"	"2.148234e-05"	"7124"
"51304"	"1"	"1"	"-0.033184262"	"1.972774e-05"	"51304"
"54020"	"1"	"1"	" 0.073188124"	"2.047955e-05"	"54020"
"59307"	"1"	"1"	" 0.086004068"	"2.124068e-05"	"59307"
"8662"	"1"	"1"	" 0.052759950"	"2.385871e-05"	"8662"
"134218"	"1"	"1"	" 0.025431250"	"1.999553e-05"	"134218"
"27005"	"1"	"1"	" 0.052028976"	"2.106286e-05"	"27005"
"22808"	"1"	"1"	" 0.037871592"	"1.832483e-05"	"22808"
"2045"	"1"	"1"	"-0.035872234"	"1.455304e-05"	"2045"
"29882"	"1"	"1"	" 0.068840699"	"2.225805e-05"	"29882"
"5526"	"1"	"1"	" 0.051788718"	"1.875574e-05"	"5526"
"29103"	"1"	"1"	"-0.118659682"	"2.443831e-05"	"29103"
"23175"	"1"	"1"	"-0.081025795"	"2.416135e-05"	"23175"
"401093"	"1"	"1"	"-0.039595384"	"1.637689e-05"	"401093"
"56898"	"1"	"1"	" 0.065286580"	"1.807464e-05"	"56898"
"100507495"	"1"	"1"	"-0.039265289"	"1.760271e-05"	"100507495"
"101927722"	"1"	"1"	"-0.034353692"	"1.694261e-05"	"101927722"
"28786"	"1"	"1"	"-0.055350876"	"2.165426e-05"	"28786"
"101927769"	"1"	"1"	"-0.028881412"	"1.637689e-05"	"101927769"
"54929"	"1"	"1"	"-0.036836544"	"2.467845e-05"	"54929"
"29116"	"1"	"1"	"-0.126583526"	"2.394951e-05"	"29116"
"23483"	"1"	"1"	" 0.084642800"	"2.056044e-05"	"23483"
"283038"	"1"	"1"	"-0.026201642"	"1.503872e-05"	"283038"
"9058"	"1"	"1"	"-0.029558620"	"1.793277e-05"	"9058"
"9088"	"1"	"1"	" 0.056857691"	"2.320554e-05"	"9088"
"25885"	"1"	"1"	"-0.031740699"	"2.209926e-05"	"25885"
"29102"	"1"	"1"	" 0.055445378"	"2.564084e-05"	"29102"
"3146"	"1"	"1"	"-0.101788184"	"2.508552e-05"	"3146"
"493869"	"1"	"1"	" 0.053348446"	"1.658552e-05"	"493869"
"10948"	"1"	"1"	" 0.039091469"	"2.159996e-05"	"10948"
"54627"	"1"	"1"	"-0.035173653"	"1.549571e-05"	"54627"
"285381"	"1"	"1"	"-0.054221482"	"2.442953e-05"	"285381"
"7700"	"1"	"1"	"-0.059406716"	"1.872196e-05"	"7700"
"84942"	"1"	"1"	" 0.068809063"	"2.426222e-05"	"84942"
"55357"	"1"	"1"	"-0.061798427"	"2.048618e-05"	"55357"
"1609"	"1"	"1"	" 0.056013282"	"2.136683e-05"	"1609"
"114790"	"1"	"1"	" 0.056060176"	"2.282146e-05"	"114790"
"6158"	"1"	"1"	"-0.048687825"	"2.511655e-05"	"6158"
"64772"	"1"	"1"	" 0.068199458"	"2.498929e-05"	"64772"
"10211"	"1"	"1"	" 0.060096197"	"2.525703e-05"	"10211"
"8764"	"1"	"1"	"-0.064774274"	"2.625292e-05"	"8764"
"5019"	"1"	"1"	"-0.071951283"	"2.709308e-05"	"5019"
"201456"	"1"	"1"	" 0.079820886"	"1.695295e-05"	"201456"
"4763"	"1"	"1"	"-0.048037526"	"2.024700e-05"	"4763"
"100505797"	"1"	"1"	"-0.047209584"	"1.685317e-05"	"100505797"
"3587"	"1"	"1"	" 0.132223792"	"2.728611e-05"	"3587"
"101410533"	"1"	"1"	"-0.030979206"	"2.044228e-05"	"101410533"
"23261"	"1"	"1"	"-0.044574137"	"2.410727e-05"	"23261"
"5828"	"1"	"1"	"-0.050246802"	"2.586590e-05"	"5828"
"4695"	"1"	"1"	"-0.043568726"	"2.746189e-05"	"4695"
"100506675"	"1"	"1"	"-0.028042631"	"1.856619e-05"	"100506675"
"50717"	"1"	"1"	" 0.033562689"	"2.320721e-05"	"50717"
"100134713"	"1"	"1"	"-0.032273948"	"2.002844e-05"	"100134713"
"8074"	"1"	"1"	"-0.032913968"	"2.014752e-05"	"8074"
"255220"	"1"	"1"	"-0.037660678"	"2.113280e-05"	"255220"
"25801"	"1"	"1"	"-0.092984292"	"2.758936e-05"	"25801"
"55680"	"1"	"1"	" 0.024749489"	"1.674039e-05"	"55680"
"11275"	"1"	"1"	" 0.048071702"	"2.558922e-05"	"11275"
"80325"	"1"	"1"	" 0.058122478"	"2.159996e-05"	"80325"
"144245"	"1"	"1"	" 0.042665454"	"1.793277e-05"	"144245"
"2820"	"1"	"1"	" 0.046040391"	"2.080612e-05"	"2820"
"65265"	"1"	"1"	" 0.041665591"	"2.554359e-05"	"65265"
"7678"	"1"	"1"	" 0.065118421"	"2.014752e-05"	"7678"
"51011"	"1"	"1"	" 0.041415565"	"1.918910e-05"	"51011"
"1021"	"1"	"1"	"-0.076716421"	"2.415774e-05"	"1021"
"116988"	"1"	"1"	" 0.035876603"	"2.517047e-05"	"116988"
"220134"	"1"	"1"	" 0.082492131"	"1.862985e-05"	"220134"
"100130357"	"1"	"1"	"-0.044098199"	"1.902435e-05"	"100130357"
"117531"	"1"	"1"	"-0.029413100"	"1.869607e-05"	"117531"
"92935"	"1"	"1"	"-0.051052228"	"2.518408e-05"	"92935"
"100129271"	"1"	"1"	"-0.037189572"	"2.117968e-05"	"100129271"
"3482"	"1"	"1"	" 0.081516786"	"2.647992e-05"	"3482"
"6005"	"1"	"1"	" 0.024783648"	"1.871745e-05"	"6005"
"284018"	"1"	"1"	" 0.066339277"	"2.299778e-05"	"284018"
"101929229"	"1"	"1"	"-0.045407390"	"1.887605e-05"	"101929229"
"22823"	"1"	"1"	"-0.099442416"	"2.946150e-05"	"22823"
"54210"	"1"	"1"	"-0.049758492"	"2.609094e-05"	"54210"
"115701"	"1"	"1"	" 0.126833668"	"2.049317e-05"	"115701"
"147699"	"1"	"1"	"-0.051022101"	"2.407654e-05"	"147699"
"9149"	"1"	"1"	" 0.036198703"	"1.994603e-05"	"9149"
"126075"	"1"	"1"	" 0.034929320"	"2.598451e-05"	"126075"
"84513"	"1"	"1"	"-0.162057443"	"2.827107e-05"	"84513"
"114971"	"1"	"1"	" 0.028085745"	"2.746277e-05"	"114971"
"5646"	"1"	"1"	"-0.064739256"	"2.653599e-05"	"5646"
"79979"	"1"	"1"	"-0.063422137"	"2.549378e-05"	"79979"
"132430"	"1"	"1"	"-0.042605331"	"1.985725e-05"	"132430"
"3574"	"1"	"1"	"-0.176438280"	"2.966282e-05"	"3574"
"7532"	"2"	"1"	" 0.084963113"	"3.183381e-05"	"7532"
