"Bcell"	"MCL"	"BtoMCL_logFC"	"BtoMCL_adj.P.Val"	"combo.name"
"146894"	"1"	"1"	"-0.019999853"	"7.970035e-04"	"146894"
"283638"	"1"	"1"	"-0.040287120"	"9.182830e-04"	"283638"
"51106"	"1"	"1"	"-0.035806133"	"9.905468e-04"	"51106"
"23509"	"1"	"1"	"-0.024231893"	"7.433310e-04"	"23509"
"353322"	"1"	"1"	"-0.091952732"	"8.463042e-04"	"353322"
"51070"	"1"	"1"	" 0.055484719"	"1.056036e-03"	"51070"
"1604"	"1"	"1"	"-0.054200532"	"1.080667e-03"	"1604"
"4976"	"1"	"1"	" 0.039786575"	"9.064889e-04"	"4976"
"51150"	"1"	"1"	" 0.039864169"	"9.994532e-04"	"51150"
"8705"	"1"	"1"	"-0.046956583"	"9.429771e-04"	"8705"
"746"	"1"	"1"	"-0.042011182"	"1.119575e-03"	"746"
"2954"	"1"	"1"	"-0.074684015"	"9.729829e-04"	"2954"
"338864"	"1"	"1"	"-0.023574750"	"6.579929e-04"	"338864"
"285097"	"1"	"1"	" 0.099160530"	"6.405903e-04"	"285097"
"23108"	"1"	"1"	" 0.049720338"	"7.936053e-04"	"23108"
"121441"	"1"	"1"	" 0.028604208"	"9.579589e-04"	"121441"
"5745"	"1"	"1"	" 0.019267286"	"8.463042e-04"	"5745"
"285362"	"1"	"1"	"-0.044834627"	"1.061485e-03"	"285362"
"5425"	"1"	"1"	" 0.044197376"	"1.064871e-03"	"5425"
"254559"	"1"	"1"	" 0.073982193"	"7.457433e-04"	"254559"
"84309"	"1"	"1"	"-0.043415417"	"1.016707e-03"	"84309"
"158038"	"1"	"1"	"-0.026566540"	"6.726657e-04"	"158038"
"156"	"1"	"1"	" 0.050622876"	"1.091953e-03"	"156"
"55846"	"1"	"1"	" 0.038617034"	"9.405662e-04"	"55846"
"51501"	"1"	"1"	"-0.041850209"	"1.072258e-03"	"51501"
"2593"	"1"	"1"	"-0.023994746"	"1.007768e-03"	"2593"
"1844"	"1"	"1"	"-0.142573660"	"1.193948e-03"	"1844"
"10811"	"1"	"1"	" 0.043357666"	"7.552382e-04"	"10811"
"57122"	"1"	"1"	" 0.042654875"	"1.149132e-03"	"57122"
"50636"	"1"	"1"	"-0.021332147"	"9.469909e-04"	"50636"
"2114"	"1"	"1"	" 0.062806002"	"8.567198e-04"	"2114"
"126306"	"1"	"1"	" 0.021772644"	"7.194931e-04"	"126306"
"6405"	"1"	"1"	"-0.029413311"	"9.660480e-04"	"6405"
"80128"	"1"	"1"	" 0.028429912"	"8.042886e-04"	"80128"
"11162"	"1"	"1"	" 0.053225571"	"7.121084e-04"	"11162"
"22913"	"1"	"1"	" 0.031208309"	"1.074214e-03"	"22913"
"55860"	"1"	"1"	"-0.037777498"	"1.181324e-03"	"55860"
"7029"	"1"	"1"	" 0.051558232"	"8.141982e-04"	"7029"
"8666"	"1"	"1"	"-0.040862264"	"1.272645e-03"	"8666"
"7444"	"1"	"1"	" 0.050585224"	"1.086865e-03"	"7444"
"284339"	"1"	"1"	"-0.024548942"	"7.121084e-04"	"284339"
"114224"	"1"	"1"	"-0.089265260"	"9.907446e-04"	"114224"
"101928031"	"1"	"1"	"-0.022654338"	"6.760117e-04"	"101928031"
"27020"	"1"	"1"	" 0.045677444"	"1.116258e-03"	"27020"
"58485"	"1"	"1"	" 0.062249559"	"1.138021e-03"	"58485"
"440387"	"1"	"1"	"-0.021961517"	"1.003201e-03"	"440387"
"3802"	"1"	"1"	" 0.039098827"	"6.895441e-04"	"3802"
"2521"	"1"	"1"	" 0.082925575"	"1.146038e-03"	"2521"
"1984"	"1"	"1"	" 0.105527189"	"1.155004e-03"	"1984"
"55176"	"1"	"1"	" 0.044240193"	"7.651408e-04"	"55176"
"5864"	"1"	"1"	"-0.031092990"	"9.784667e-04"	"5864"
"339448"	"1"	"1"	" 0.045306593"	"1.087822e-03"	"339448"
"5819"	"1"	"1"	"-0.039328378"	"9.340732e-04"	"5819"
"841"	"1"	"1"	" 0.050900364"	"1.080667e-03"	"841"
"56940"	"1"	"1"	" 0.123939620"	"1.179076e-03"	"56940"
"25945"	"1"	"1"	" 0.043482091"	"8.054106e-04"	"25945"
"51734"	"1"	"1"	" 0.060248622"	"1.149132e-03"	"51734"
"1236"	"1"	"1"	" 0.099506800"	"1.178215e-03"	"1236"
"283902"	"1"	"1"	" 0.025339474"	"7.395262e-04"	"283902"
"5742"	"1"	"1"	"-0.090216863"	"9.917217e-04"	"5742"
"9860"	"1"	"1"	"-0.037581920"	"8.632019e-04"	"9860"
"81620"	"1"	"1"	" 0.063216677"	"1.023351e-03"	"81620"
"57528"	"1"	"1"	"-0.022265695"	"7.356276e-04"	"57528"
"352909"	"1"	"1"	"-0.026834213"	"8.537818e-04"	"352909"
"191"	"1"	"1"	"-0.065235063"	"1.210036e-03"	"191"
"57510"	"1"	"1"	" 0.030808806"	"1.107188e-03"	"57510"
"4586"	"1"	"1"	"-0.028738508"	"7.965609e-04"	"4586"
"23434"	"1"	"1"	"-0.020786524"	"7.969614e-04"	"23434"
"30011"	"1"	"1"	"-0.058938919"	"1.326099e-03"	"30011"
"3024"	"1"	"1"	"-0.034660347"	"8.632019e-04"	"3024"
"27086"	"1"	"1"	"-0.060188988"	"1.249405e-03"	"27086"
"4297"	"1"	"1"	"-0.043352542"	"1.061514e-03"	"4297"
"9232"	"1"	"1"	"-0.091584768"	"1.280448e-03"	"9232"
"55284"	"1"	"1"	" 0.024954386"	"7.850144e-04"	"55284"
"23629"	"1"	"1"	"-0.019122968"	"7.458085e-04"	"23629"
"489"	"1"	"1"	" 0.077466627"	"1.179211e-03"	"489"
"6519"	"1"	"1"	" 0.042508828"	"7.307896e-04"	"6519"
"100505768"	"1"	"1"	"-0.026812320"	"7.337773e-04"	"100505768"
"5355"	"1"	"1"	" 0.106504486"	"9.902337e-04"	"5355"
"146853"	"1"	"1"	"-0.022022425"	"8.314506e-04"	"146853"
"23306"	"1"	"1"	" 0.053586369"	"1.121236e-03"	"23306"
"23274"	"1"	"1"	"-0.027784199"	"9.882736e-04"	"23274"
"1415"	"1"	"1"	" 0.025800814"	"8.195502e-04"	"1415"
"26017"	"1"	"1"	" 0.033042074"	"1.262348e-03"	"26017"
"92421"	"1"	"1"	" 0.067920574"	"7.649668e-04"	"92421"
"54941"	"1"	"1"	" 0.079384772"	"7.629814e-04"	"54941"
"9741"	"1"	"1"	" 0.054260764"	"1.289065e-03"	"9741"
"55226"	"1"	"1"	"-0.028893867"	"1.335389e-03"	"55226"
"79918"	"1"	"1"	" 0.057385306"	"9.286882e-04"	"79918"
"5360"	"1"	"1"	" 0.057678082"	"1.095703e-03"	"5360"
"3455"	"1"	"1"	" 0.041826015"	"1.187122e-03"	"3455"
"23710"	"1"	"1"	" 0.049346503"	"7.716535e-04"	"23710"
"120939"	"1"	"1"	"-0.024947770"	"7.483667e-04"	"120939"
"132160"	"1"	"1"	" 0.051903583"	"1.182709e-03"	"132160"
"55329"	"1"	"1"	" 0.047827548"	"7.490910e-04"	"55329"
"8449"	"1"	"1"	" 0.035922024"	"1.264645e-03"	"8449"
"79004"	"1"	"1"	" 0.041330961"	"1.307752e-03"	"79004"
"27120"	"1"	"1"	" 0.017830842"	"8.969323e-04"	"27120"
"64795"	"1"	"1"	"-0.034208473"	"1.165442e-03"	"64795"
"51552"	"1"	"1"	"-0.035312606"	"1.223883e-03"	"51552"
"5394"	"1"	"1"	" 0.037945945"	"1.233001e-03"	"5394"
"50618"	"1"	"1"	"-0.036553478"	"1.205266e-03"	"50618"
"55379"	"1"	"1"	" 0.058718381"	"1.266099e-03"	"55379"
"3889"	"1"	"1"	"-0.028003660"	"1.006077e-03"	"3889"
"51000"	"1"	"1"	"-0.049126019"	"1.278625e-03"	"51000"
"79719"	"1"	"1"	" 0.039023117"	"1.065655e-03"	"79719"
"2849"	"1"	"1"	"-0.020690398"	"8.388190e-04"	"2849"
"6513"	"1"	"1"	"-0.035175037"	"1.057550e-03"	"6513"
"22973"	"1"	"1"	" 0.025937160"	"8.413112e-04"	"22973"
"283481"	"1"	"1"	"-0.026637551"	"8.077258e-04"	"283481"
"7455"	"1"	"1"	"-0.020030095"	"1.008807e-03"	"7455"
"132884"	"1"	"1"	"-0.034903191"	"8.491421e-04"	"132884"
"23208"	"1"	"1"	"-0.096775943"	"1.156159e-03"	"23208"
"474"	"1"	"1"	" 0.020177481"	"8.554825e-04"	"474"
"11009"	"1"	"1"	"-0.051166698"	"9.759953e-04"	"11009"
"100885775"	"1"	"1"	"-0.023819056"	"9.041618e-04"	"100885775"
"92249"	"1"	"1"	" 0.043915066"	"8.636604e-04"	"92249"
"90019"	"1"	"1"	"-0.025496852"	"9.343089e-04"	"90019"
"6103"	"1"	"2"	" 0.037764573"	"8.888443e-04"	"6103"
"83597"	"1"	"1"	"-0.019125290"	"1.001573e-03"	"83597"
"2995"	"1"	"1"	"-0.084531750"	"1.517836e-03"	"2995"
"26471"	"1"	"1"	" 0.075484700"	"9.823160e-04"	"26471"
"84542"	"1"	"1"	" 0.053179551"	"8.340614e-04"	"84542"
"81542"	"1"	"1"	"-0.041303866"	"1.433314e-03"	"81542"
"3795"	"1"	"1"	"-0.023028109"	"1.029319e-03"	"3795"
"154091"	"1"	"1"	"-0.025786835"	"9.729829e-04"	"154091"
"100129935"	"1"	"1"	"-0.038237074"	"1.073133e-03"	"100129935"
"1660"	"1"	"1"	"-0.030824004"	"1.402235e-03"	"1660"
"23067"	"1"	"1"	" 0.035483392"	"1.389726e-03"	"23067"
"2794"	"1"	"1"	"-0.018730796"	"9.771140e-04"	"2794"
"56942"	"1"	"1"	" 0.046785314"	"1.310237e-03"	"56942"
"8880"	"1"	"1"	" 0.053454172"	"1.306598e-03"	"8880"
"10093"	"1"	"1"	"-0.052737512"	"1.483126e-03"	"10093"
"25983"	"1"	"1"	" 0.030335982"	"1.401345e-03"	"25983"
"2899"	"1"	"1"	" 0.080948300"	"8.527328e-04"	"2899"
"10501"	"1"	"1"	"-0.017137464"	"9.335090e-04"	"10501"
"163154"	"1"	"1"	" 0.025895113"	"1.096702e-03"	"163154"
"2833"	"1"	"1"	" 0.051306416"	"1.007120e-03"	"2833"
"55787"	"1"	"1"	"-0.045957906"	"1.271681e-03"	"55787"
"84693"	"1"	"1"	"-0.038359477"	"1.209958e-03"	"84693"
"8459"	"1"	"1"	"-0.075394855"	"1.389854e-03"	"8459"
"3320"	"1"	"1"	"-0.068561696"	"1.475395e-03"	"3320"
"51497"	"1"	"1"	" 0.038820474"	"1.484082e-03"	"51497"
"2237"	"1"	"1"	"-0.042374206"	"1.388346e-03"	"2237"
"57178"	"1"	"1"	"-0.122092066"	"1.524713e-03"	"57178"
"101929268"	"1"	"1"	"-0.029476490"	"1.008807e-03"	"101929268"
"130355"	"1"	"1"	"-0.043799786"	"1.158329e-03"	"130355"
"55554"	"1"	"1"	" 0.019403289"	"9.150550e-04"	"55554"
"10484"	"1"	"1"	"-0.032749564"	"1.446274e-03"	"10484"
"1785"	"1"	"1"	" 0.032737956"	"1.305461e-03"	"1785"
"101927416"	"1"	"1"	"-0.027031173"	"8.973083e-04"	"101927416"
"51360"	"1"	"1"	"-0.042919324"	"1.199620e-03"	"51360"
"80742"	"1"	"1"	" 0.034383137"	"1.270255e-03"	"80742"
"54930"	"1"	"1"	"-0.062971289"	"1.477098e-03"	"54930"
"3699"	"1"	"1"	" 0.101935769"	"1.045918e-03"	"3699"
"84848"	"1"	"1"	"-0.033670799"	"1.086397e-03"	"84848"
"23224"	"1"	"1"	"-0.058050762"	"1.256721e-03"	"23224"
"27063"	"1"	"1"	" 0.026171902"	"8.886462e-04"	"27063"
"2563"	"1"	"1"	" 0.016152575"	"9.127271e-04"	"2563"
"128229"	"1"	"1"	" 0.022592515"	"1.340201e-03"	"128229"
"339807"	"1"	"1"	"-0.024115011"	"1.151226e-03"	"339807"
"57553"	"1"	"1"	"-0.060733966"	"1.347386e-03"	"57553"
"644538"	"1"	"1"	" 0.041214782"	"8.772781e-04"	"644538"
"79058"	"1"	"1"	" 0.041615335"	"1.067496e-03"	"79058"
"94122"	"1"	"1"	"-0.027323743"	"1.016707e-03"	"94122"
"2560"	"1"	"1"	"-0.017630272"	"8.753514e-04"	"2560"
"101928725"	"1"	"1"	"-0.026342759"	"9.005960e-04"	"101928725"
"154865"	"1"	"1"	" 0.038297367"	"8.937640e-04"	"154865"
"9793"	"1"	"1"	" 0.047624258"	"1.443715e-03"	"9793"
"91351"	"1"	"1"	" 0.074640690"	"1.202515e-03"	"91351"
"120935"	"1"	"1"	"-0.019806089"	"8.968536e-04"	"120935"
"29880"	"1"	"1"	"-0.064009612"	"1.460107e-03"	"29880"
"203427"	"1"	"1"	" 0.051751891"	"1.233842e-03"	"203427"
"132241"	"1"	"1"	" 0.049052829"	"1.297227e-03"	"132241"
"55592"	"1"	"1"	" 0.032624802"	"1.021769e-03"	"55592"
"114294"	"1"	"1"	" 0.031075165"	"1.163189e-03"	"114294"
"9765"	"1"	"1"	" 0.030539247"	"1.030006e-03"	"9765"
"441951"	"1"	"1"	"-0.075538162"	"1.498777e-03"	"441951"
"5949"	"1"	"1"	"-0.021456599"	"1.017523e-03"	"5949"
"63928"	"1"	"1"	"-0.035103885"	"1.002619e-03"	"63928"
"6446"	"1"	"1"	"-0.145498597"	"1.669608e-03"	"6446"
"56953"	"1"	"1"	" 0.034760992"	"9.582764e-04"	"56953"
"55131"	"1"	"1"	" 0.028748806"	"1.409393e-03"	"55131"
"126119"	"1"	"1"	"-0.036865671"	"1.287631e-03"	"126119"
"64949"	"1"	"1"	"-0.033230687"	"1.536569e-03"	"64949"
"284021"	"1"	"1"	"-0.136300726"	"1.474072e-03"	"284021"
"79776"	"1"	"1"	"-0.016683564"	"9.715415e-04"	"79776"
"5687"	"1"	"1"	"-0.052628488"	"1.650406e-03"	"5687"
"3274"	"1"	"1"	"-0.017237858"	"1.084587e-03"	"3274"
"4815"	"1"	"1"	"-0.069476126"	"1.419257e-03"	"4815"
"56034"	"1"	"1"	" 0.046009007"	"1.195061e-03"	"56034"
"120892"	"1"	"1"	" 0.101418405"	"1.358512e-03"	"120892"
"7038"	"1"	"1"	"-0.033354959"	"1.124043e-03"	"7038"
"28825"	"1"	"1"	"-0.305789004"	"1.717340e-03"	"28825"
"1329"	"1"	"1"	"-0.038791371"	"1.671396e-03"	"1329"
"54891"	"1"	"1"	"-0.031412896"	"1.362435e-03"	"54891"
"5167"	"1"	"1"	"-0.022963622"	"1.028296e-03"	"5167"
"130540"	"1"	"1"	"-0.021019522"	"9.489693e-04"	"130540"
"729582"	"1"	"1"	" 0.026379830"	"1.100626e-03"	"729582"
"2867"	"1"	"1"	" 0.022221630"	"9.857901e-04"	"2867"
"51668"	"1"	"1"	"-0.052431412"	"1.587078e-03"	"51668"
"140606"	"1"	"1"	" 0.081279190"	"1.452134e-03"	"140606"
"23165"	"1"	"1"	" 0.038446201"	"1.634628e-03"	"23165"
"57458"	"1"	"1"	" 0.073562667"	"1.280448e-03"	"57458"
"83693"	"1"	"1"	" 0.047189829"	"1.361940e-03"	"83693"
"101927588"	"1"	"1"	"-0.023494114"	"1.060221e-03"	"101927588"
"57533"	"1"	"1"	" 0.035335693"	"1.620059e-03"	"57533"
"54455"	"1"	"1"	"-0.028942570"	"1.443715e-03"	"54455"
"340544"	"1"	"1"	" 0.028281336"	"1.146995e-03"	"340544"
"7043"	"1"	"1"	"-0.041599700"	"1.306403e-03"	"7043"
"1427"	"1"	"1"	" 0.066239501"	"1.156159e-03"	"1427"
"6530"	"1"	"1"	"-0.010106669"	"1.028967e-03"	"6530"
"29922"	"1"	"1"	"-0.091882137"	"1.546743e-03"	"29922"
"3028"	"1"	"1"	"-0.032162398"	"1.873512e-03"	"3028"
"79161"	"1"	"1"	"-0.060013901"	"1.878033e-03"	"79161"
"9517"	"1"	"1"	"-0.059742291"	"1.596276e-03"	"9517"
"285755"	"1"	"1"	" 0.017223929"	"1.015793e-03"	"285755"
"126068"	"1"	"1"	"-0.047803442"	"1.080667e-03"	"126068"
"79603"	"1"	"1"	"-0.060081361"	"1.496648e-03"	"79603"
"9450"	"1"	"1"	"-0.099896446"	"2.079864e-03"	"9450"
"9406"	"1"	"1"	" 0.055575802"	"1.795767e-03"	"9406"
"148479"	"1"	"1"	" 0.054905015"	"1.481716e-03"	"148479"
"80232"	"1"	"1"	"-0.029741517"	"1.647707e-03"	"80232"
"25825"	"1"	"1"	" 0.080210891"	"1.353298e-03"	"25825"
"26053"	"1"	"1"	" 0.062288328"	"1.437691e-03"	"26053"
"10001"	"1"	"1"	"-0.043437119"	"1.698883e-03"	"10001"
"140828"	"1"	"1"	"-0.031559151"	"1.184163e-03"	"140828"
"92255"	"1"	"1"	"-0.027874264"	"1.102507e-03"	"92255"
"101929372"	"1"	"1"	" 0.022481478"	"1.274279e-03"	"101929372"
"114034"	"1"	"1"	"-0.034211477"	"1.692519e-03"	"114034"
"100506470"	"1"	"1"	"-0.018062422"	"1.242575e-03"	"100506470"
"338324"	"1"	"1"	"-0.041373119"	"1.196046e-03"	"338324"
"5892"	"1"	"1"	" 0.023504481"	"1.141210e-03"	"5892"
"55074"	"1"	"1"	" 0.051423690"	"1.290747e-03"	"55074"
"3892"	"1"	"1"	"-0.031378005"	"1.314940e-03"	"3892"
"101928710"	"1"	"1"	"-0.035813812"	"1.108165e-03"	"101928710"
"3344"	"1"	"1"	"-0.031196473"	"1.512239e-03"	"3344"
"8405"	"1"	"1"	"-0.031705647"	"1.715153e-03"	"8405"
"90499"	"1"	"1"	"-0.031501490"	"1.081863e-03"	"90499"
"5098"	"1"	"1"	"-0.024228710"	"1.170574e-03"	"5098"
"79365"	"1"	"1"	"-0.107153784"	"1.605088e-03"	"79365"
"219990"	"1"	"1"	"-0.019286500"	"1.103603e-03"	"219990"
"2558"	"1"	"1"	"-0.016292543"	"1.095043e-03"	"2558"
"11212"	"1"	"1"	"-0.056796667"	"1.862666e-03"	"11212"
"56963"	"1"	"1"	" 0.047830824"	"1.343408e-03"	"56963"
"55132"	"1"	"1"	" 0.024695002"	"1.127175e-03"	"55132"
"25902"	"1"	"1"	" 0.046352191"	"1.687646e-03"	"25902"
"128989"	"1"	"1"	" 0.040623695"	"1.704682e-03"	"128989"
"100507398"	"1"	"1"	"-0.042510051"	"1.316847e-03"	"100507398"
"169981"	"1"	"1"	" 0.046799125"	"1.210971e-03"	"169981"
"2800"	"1"	"1"	" 0.033363411"	"1.483044e-03"	"2800"
"440560"	"1"	"1"	"-0.035818474"	"1.450157e-03"	"440560"
"6902"	"1"	"1"	"-0.061547566"	"1.965872e-03"	"6902"
"64776"	"1"	"1"	"-0.082071556"	"1.723095e-03"	"64776"
"11214"	"1"	"1"	"-0.047157664"	"1.829276e-03"	"11214"
"90121"	"1"	"1"	" 0.028726618"	"1.742645e-03"	"90121"
"51085"	"1"	"1"	"-0.025009090"	"1.372981e-03"	"51085"
"55810"	"1"	"1"	" 0.042174472"	"1.590188e-03"	"55810"
"1351"	"1"	"1"	"-0.042269303"	"1.986383e-03"	"1351"
"54819"	"1"	"1"	"-0.046226870"	"1.748734e-03"	"54819"
"51257"	"1"	"1"	" 0.049354146"	"1.658343e-03"	"51257"
"3642"	"1"	"1"	" 0.103134657"	"1.124043e-03"	"3642"
"374378"	"1"	"1"	" 0.037053150"	"1.576559e-03"	"374378"
"63906"	"1"	"1"	"-0.029689556"	"1.552735e-03"	"63906"
"5510"	"1"	"1"	"-0.036633030"	"1.996872e-03"	"5510"
"85464"	"1"	"1"	"-0.044549913"	"1.691577e-03"	"85464"
"101928886"	"1"	"1"	"-0.031040017"	"1.119097e-03"	"101928886"
"26001"	"1"	"1"	" 0.045217685"	"1.818541e-03"	"26001"
"158833"	"1"	"1"	"-0.018766814"	"1.447030e-03"	"158833"
"23057"	"1"	"1"	"-0.018422479"	"1.144448e-03"	"23057"
"25978"	"1"	"1"	"-0.041204482"	"1.886863e-03"	"25978"
"2050"	"1"	"1"	"-0.028980810"	"1.632360e-03"	"2050"
"91289"	"1"	"1"	" 0.030236530"	"1.910172e-03"	"91289"
"55008"	"1"	"1"	" 0.042917939"	"1.393608e-03"	"55008"
"10575"	"1"	"1"	"-0.055508762"	"2.086936e-03"	"10575"
"83698"	"1"	"1"	"-0.014570779"	"1.183313e-03"	"83698"
"79966"	"1"	"1"	" 0.040239797"	"1.242365e-03"	"79966"
"256691"	"1"	"1"	"-0.052187280"	"1.165855e-03"	"256691"
"55716"	"1"	"1"	" 0.051402879"	"1.687646e-03"	"55716"
"113612"	"1"	"1"	"-0.065738124"	"1.751665e-03"	"113612"
"23439"	"1"	"1"	" 0.016575531"	"1.163189e-03"	"23439"
"10578"	"1"	"1"	" 0.083117785"	"1.392198e-03"	"10578"
"9079"	"1"	"1"	" 0.056284948"	"1.186466e-03"	"9079"
"7511"	"1"	"1"	" 0.045936105"	"1.984314e-03"	"7511"
"81579"	"1"	"1"	" 0.040837634"	"1.596276e-03"	"81579"
"11226"	"1"	"1"	"-0.091624029"	"1.524205e-03"	"11226"
"2543"	"1"	"1"	" 0.043055856"	"1.153350e-03"	"2543"
"84322"	"1"	"1"	"-0.023208287"	"1.251809e-03"	"84322"
"266"	"1"	"1"	"-0.029520286"	"1.176398e-03"	"266"
"4515"	"1"	"1"	" 0.030431310"	"1.236153e-03"	"4515"
"57338"	"1"	"1"	"-0.020203377"	"1.246530e-03"	"57338"
"3655"	"1"	"1"	" 0.055526824"	"1.747088e-03"	"3655"
"55035"	"1"	"1"	" 0.057200792"	"1.954322e-03"	"55035"
"55681"	"1"	"1"	" 0.031831992"	"1.846461e-03"	"55681"
"56006"	"1"	"1"	" 0.029256179"	"1.751665e-03"	"56006"
"84153"	"1"	"1"	"-0.037846810"	"1.947114e-03"	"84153"
"9772"	"1"	"1"	" 0.034539395"	"1.777523e-03"	"9772"
"4929"	"1"	"1"	"-0.190130838"	"1.628372e-03"	"4929"
"116496"	"1"	"1"	"-0.205180467"	"1.771778e-03"	"116496"
"10610"	"1"	"1"	"-0.031674833"	"1.749866e-03"	"10610"
"2596"	"1"	"1"	"-0.022028517"	"1.322259e-03"	"2596"
"201973"	"1"	"1"	" 0.042205937"	"1.819601e-03"	"201973"
"7472"	"1"	"1"	"-0.022476818"	"1.402235e-03"	"7472"
"580"	"1"	"1"	"-0.045966804"	"1.780452e-03"	"580"
"10480"	"1"	"1"	"-0.038065453"	"2.283654e-03"	"10480"
"10106"	"1"	"1"	"-0.040306247"	"1.935290e-03"	"10106"
"54386"	"1"	"1"	"-0.041155121"	"2.312394e-03"	"54386"
"57565"	"1"	"1"	" 0.064859822"	"1.819841e-03"	"57565"
"203413"	"1"	"1"	" 0.039088657"	"1.461364e-03"	"203413"
"54752"	"1"	"1"	"-0.021341496"	"1.319389e-03"	"54752"
"27197"	"1"	"1"	"-0.185117355"	"1.859516e-03"	"27197"
"8425"	"1"	"1"	" 0.027371846"	"1.606853e-03"	"8425"
"23516"	"1"	"1"	"-0.044497523"	"1.864040e-03"	"23516"
"3430"	"1"	"1"	" 0.052934201"	"1.762547e-03"	"3430"
"1579"	"1"	"1"	"-0.043725495"	"1.543325e-03"	"1579"
"8643"	"1"	"1"	" 0.019623966"	"1.623811e-03"	"8643"
"56479"	"1"	"1"	"-0.048064590"	"1.491061e-03"	"56479"
"84547"	"1"	"1"	" 0.037646957"	"1.235382e-03"	"84547"
"23549"	"1"	"1"	" 0.026511974"	"2.121754e-03"	"23549"
"89941"	"1"	"1"	" 0.033466331"	"2.140539e-03"	"89941"
"79876"	"1"	"1"	" 0.035521702"	"1.947109e-03"	"79876"
"84923"	"1"	"1"	"-0.031686659"	"2.085464e-03"	"84923"
"644656"	"1"	"1"	"-0.058785736"	"1.801983e-03"	"644656"
"59338"	"1"	"1"	" 0.079945448"	"1.904301e-03"	"59338"
"259285"	"1"	"1"	"-0.018443518"	"1.319389e-03"	"259285"
"374882"	"1"	"1"	" 0.040648128"	"2.120467e-03"	"374882"
"11020"	"1"	"1"	" 0.027775978"	"1.509428e-03"	"11020"
"8854"	"1"	"1"	" 0.019884372"	"1.509428e-03"	"8854"
"53828"	"1"	"1"	"-0.032402711"	"1.374791e-03"	"53828"
"1111"	"1"	"1"	" 0.060878668"	"1.644909e-03"	"1111"
"9783"	"1"	"1"	" 0.038180166"	"1.661242e-03"	"9783"
"200035"	"1"	"1"	" 0.031918646"	"2.068179e-03"	"200035"
"2802"	"1"	"1"	"-0.036665505"	"2.026480e-03"	"2802"
"347853"	"1"	"1"	" 0.022251154"	"1.686730e-03"	"347853"
"55526"	"1"	"1"	" 0.063153136"	"1.812839e-03"	"55526"
"26269"	"1"	"1"	"-0.036373529"	"1.782275e-03"	"26269"
"23481"	"1"	"1"	" 0.022184847"	"2.039822e-03"	"23481"
"254225"	"1"	"1"	"-0.051387312"	"2.044889e-03"	"254225"
"100289255"	"1"	"1"	"-0.023973594"	"1.854410e-03"	"100289255"
"26529"	"1"	"1"	"-0.022543475"	"1.761410e-03"	"26529"
"390063"	"1"	"1"	"-0.025329956"	"1.679795e-03"	"390063"
"6758"	"1"	"1"	"-0.028523398"	"1.358949e-03"	"6758"
"9513"	"1"	"1"	" 0.028920256"	"1.955516e-03"	"9513"
"3712"	"1"	"1"	"-0.048714210"	"2.127415e-03"	"3712"
"79608"	"1"	"1"	" 0.055064139"	"1.510019e-03"	"79608"
"27102"	"1"	"1"	" 0.046351776"	"2.040048e-03"	"27102"
"55929"	"1"	"1"	" 0.048739917"	"2.069461e-03"	"55929"
"8802"	"1"	"1"	"-0.035074805"	"2.457335e-03"	"8802"
"83873"	"1"	"1"	"-0.021068081"	"1.484210e-03"	"83873"
"115908"	"1"	"1"	" 0.099711918"	"1.542495e-03"	"115908"
"22930"	"1"	"1"	"-0.032060695"	"2.252628e-03"	"22930"
"1145"	"1"	"1"	" 0.027453403"	"1.495879e-03"	"1145"
"6542"	"1"	"1"	" 0.035361598"	"1.423019e-03"	"6542"
"6683"	"1"	"1"	" 0.024647807"	"2.025422e-03"	"6683"
"84629"	"1"	"1"	" 0.027719516"	"1.687824e-03"	"84629"
"349667"	"1"	"1"	" 0.025491199"	"1.409411e-03"	"349667"
"163227"	"1"	"1"	" 0.034392709"	"1.430075e-03"	"163227"
"55733"	"1"	"1"	" 0.040920534"	"1.437424e-03"	"55733"
"7520"	"1"	"1"	"-0.035260285"	"2.625547e-03"	"7520"
"6015"	"1"	"1"	" 0.026272222"	"2.344324e-03"	"6015"
"27134"	"1"	"1"	" 0.024664342"	"1.697732e-03"	"27134"
"51012"	"1"	"1"	" 0.033794422"	"2.245483e-03"	"51012"
"92799"	"1"	"1"	" 0.039118517"	"2.263844e-03"	"92799"
"134353"	"1"	"1"	" 0.023355538"	"1.437071e-03"	"134353"
"1192"	"1"	"1"	"-0.048600993"	"2.513983e-03"	"1192"
"3356"	"1"	"1"	"-0.012758601"	"1.422359e-03"	"3356"
"23604"	"1"	"1"	" 0.030932843"	"1.629453e-03"	"23604"
"117177"	"1"	"1"	" 0.034087237"	"1.504487e-03"	"117177"
"387885"	"1"	"1"	" 0.020445353"	"2.018761e-03"	"387885"
"1535"	"1"	"1"	"-0.044925809"	"3.073819e-03"	"1535"
"51450"	"1"	"1"	" 0.027318944"	"2.085464e-03"	"51450"
"55811"	"1"	"1"	" 0.020913691"	"1.440304e-03"	"55811"
"146712"	"1"	"1"	" 0.037193346"	"1.757190e-03"	"146712"
"441161"	"1"	"1"	" 0.031075749"	"1.504952e-03"	"441161"
"9328"	"1"	"1"	" 0.038161545"	"2.343842e-03"	"9328"
"135644"	"1"	"1"	"-0.017857895"	"1.521039e-03"	"135644"
