"x"
"1"	"8079"
"2"	"6822"
"3"	"1213"
"4"	"91782"
"5"	"51371"
"6"	"7089"
"7"	"6405"
"8"	"143279"
"9"	"10227"
"10"	"7703"
"11"	"3945"
"12"	"50488"
"13"	"4939"
"14"	"220296"
"15"	"26286"
"16"	"393"
"17"	"150094"
"18"	"28232"
"19"	"9853"
"20"	"11270"
"21"	"100128822"
"22"	"5073"
"23"	"6118"
"24"	"114818"
"25"	"3320"
"26"	"2707"
"27"	"580"
"28"	"60385"
"29"	"728978"
"30"	"170712"
"31"	"3916"
"32"	"54089"
"33"	"51315"
"34"	"10082"
"35"	"55508"
"36"	"646600"
"37"	"4440"
"38"	"27152"
"39"	"3014"
"40"	"729059"
"41"	"3694"
"42"	"83989"
"43"	"57122"
"44"	"114827"
"45"	"4810"
"46"	"64766"
"47"	"148266"
"48"	"1415"
"49"	"1854"
"50"	"22973"
"51"	"10850"
"52"	"55212"
"53"	"124751"
"54"	"11152"
"55"	"138151"
"56"	"64689"
"57"	"306"
"58"	"153364"
"59"	"3955"
"60"	"56006"
"61"	"10240"
"62"	"5208"
"63"	"27332"
"64"	"101927159"
"65"	"55526"
"66"	"118425"
"67"	"6402"
"68"	"796"
"69"	"128611"
"70"	"401497"
"71"	"7093"
"72"	"114026"
"73"	"1659"
"74"	"1514"
"75"	"220042"
"76"	"7746"
"77"	"10040"
"78"	"3552"
"79"	"51001"
"80"	"283635"
"81"	"79799"
"82"	"93474"
"83"	"54069"
"84"	"1289"
"85"	"7422"
"86"	"219333"
"87"	"79707"
"88"	"7327"
"89"	"23498"
"90"	"4059"
"91"	"157773"
"92"	"87178"
"93"	"10632"
"94"	"11346"
"95"	"5365"
"96"	"3482"
"97"	"10752"
"98"	"5140"
"99"	"10895"
"100"	"54923"
"101"	"339768"
"102"	"196074"
"103"	"57215"
"104"	"79400"
"105"	"2800"
"106"	"150678"
"107"	"130576"
"108"	"116983"
"109"	"23268"
