"Bcell"	"MCLe"	"df"	"combo.name"
"51742"	"1"	"1"	"3.480228e-03"	"51742"
"148327"	"1"	"1"	"7.762443e-05"	"148327"
"25792"	"1"	"1"	"1.670035e-05"	"25792"
"55698"	"1"	"1"	"2.715623e-01"	"55698"
"3476"	"1"	"1"	"1.635306e-05"	"3476"
"139341"	"1"	"1"	"2.462186e-01"	"139341"
"161142"	"1"	"1"	"6.763591e-03"	"161142"
"5367"	"1"	"1"	"2.516790e-01"	"5367"
"4358"	"1"	"1"	"1.939449e-06"	"4358"
"140564"	"1"	"1"	"3.582461e-01"	"140564"
"79788"	"1"	"1"	"8.190345e-02"	"79788"
"7840"	"1"	"1"	"2.342753e-05"	"7840"
"56172"	"1"	"1"	"3.904028e-01"	"56172"
"11073"	"1"	"1"	"2.917011e-08"	"11073"
"57153"	"1"	"1"	"3.295788e-12"	"57153"
"25870"	"1"	"1"	"4.724359e-03"	"25870"
"9950"	"1"	"1"	"1.405687e-07"	"9950"
"101928388"	"1"	"1"	"1.347887e-02"	"101928388"
"84298"	"1"	"1"	"2.632646e-07"	"84298"
"100506844"	"1"	"1"	"2.597299e-08"	"100506844"
"9038"	"1"	"1"	"1.301260e-01"	"9038"
"97"	"1"	"1"	"1.396075e-02"	"97"
"79644"	"1"	"1"	"2.298133e-01"	"79644"
"388951"	"1"	"1"	"1.482620e-01"	"388951"
"84336"	"1"	"1"	"2.725708e-08"	"84336"
"27130"	"1"	"1"	"1.003828e-02"	"27130"
"6532"	"1"	"1"	"3.288309e-01"	"6532"
"53829"	"1"	"1"	"1.516760e-01"	"53829"
"6618"	"1"	"1"	"3.125516e-01"	"6618"
"101928604"	"1"	"1"	"2.607372e-02"	"101928604"
"389119"	"1"	"1"	"2.786640e-05"	"389119"
"2224"	"1"	"1"	"3.324790e-02"	"2224"
"54925"	"1"	"1"	"1.206733e-02"	"54925"
"11130"	"1"	"1"	"2.705758e-02"	"11130"
"6713"	"1"	"1"	"1.534393e-02"	"6713"
"11135"	"1"	"1"	"1.550046e-13"	"11135"
"100287216"	"1"	"1"	"8.156217e-03"	"100287216"
"9537"	"1"	"1"	"5.818460e-03"	"9537"
"1942"	"1"	"1"	"4.621077e-01"	"1942"
"51319"	"1"	"1"	"1.249556e-05"	"51319"
"54886"	"1"	"1"	"3.593419e-02"	"54886"
"10432"	"1"	"1"	"4.598331e-01"	"10432"
"345895"	"1"	"1"	"4.808973e-01"	"345895"
"4066"	"1"	"1"	"2.085012e-06"	"4066"
"30827"	"1"	"1"	"5.724846e-03"	"30827"
"283871"	"1"	"1"	"2.570443e-06"	"283871"
"57591"	"1"	"1"	"1.027893e-06"	"57591"
"85440"	"1"	"1"	"7.054320e-05"	"85440"
"8851"	"1"	"1"	"1.246702e-07"	"8851"
"9582"	"1"	"1"	"4.721694e-01"	"9582"
"9469"	"1"	"1"	"2.066547e-02"	"9469"
"10347"	"1"	"1"	"1.504589e-12"	"10347"
"9363"	"1"	"1"	"3.509693e-10"	"9363"
"3191"	"1"	"1"	"6.819563e-02"	"3191"
"3026"	"1"	"1"	"7.250361e-02"	"3026"
"3219"	"1"	"1"	"3.510862e-01"	"3219"
"147965"	"1"	"1"	"5.028077e-09"	"147965"
"153579"	"1"	"1"	"1.204788e-02"	"153579"
"4061"	"1"	"1"	"3.300869e-07"	"4061"
"79834"	"1"	"1"	"1.510635e-01"	"79834"
"22885"	"1"	"1"	"4.029152e-01"	"22885"
"6257"	"1"	"1"	"1.039422e-01"	"6257"
"154467"	"1"	"1"	"4.325767e-14"	"154467"
"165904"	"1"	"1"	"1.914612e-02"	"165904"
"5768"	"1"	"1"	"1.217760e-01"	"5768"
"94121"	"1"	"1"	"5.548915e-08"	"94121"
"144132"	"1"	"1"	"5.297711e-03"	"144132"
"101928748"	"1"	"1"	"3.287070e-02"	"101928748"
"415"	"1"	"1"	"1.615472e-01"	"415"
"57335"	"1"	"1"	"7.981074e-03"	"57335"
"101929319"	"1"	"1"	"2.179820e-01"	"101929319"
"57106"	"1"	"1"	"3.775880e-03"	"57106"
"2742"	"1"	"1"	"2.795785e-01"	"2742"
"3995"	"1"	"1"	"2.097090e-01"	"3995"
"9341"	"1"	"1"	"1.206320e-08"	"9341"
"2907"	"1"	"1"	"8.158394e-02"	"2907"
"64063"	"1"	"1"	"1.195612e-05"	"64063"
"2218"	"1"	"1"	"1.053722e-01"	"2218"
"84946"	"1"	"1"	"1.776696e-07"	"84946"
"23547"	"1"	"1"	"1.493600e-04"	"23547"
"54442"	"1"	"1"	"4.814824e-01"	"54442"
"969"	"1"	"1"	"3.785204e-02"	"969"
"4354"	"1"	"1"	"1.789872e-01"	"4354"
"283416"	"1"	"1"	"2.080304e-02"	"283416"
"64211"	"1"	"1"	"7.233152e-02"	"64211"
"3183"	"1"	"1"	"4.712051e-01"	"3183"
"4832"	"1"	"1"	"4.805396e-06"	"4832"
"8392"	"1"	"1"	"1.790292e-01"	"8392"
"375387"	"1"	"1"	"1.896599e-05"	"375387"
"58528"	"1"	"1"	"1.149177e-03"	"58528"
"1810"	"1"	"1"	"3.791120e-01"	"1810"
"51365"	"1"	"1"	"4.467164e-01"	"51365"
"4012"	"1"	"1"	"1.160752e-02"	"4012"
"283284"	"1"	"1"	"3.131479e-01"	"283284"
"8340"	"1"	"1"	"4.462631e-05"	"8340"
"55619"	"1"	"1"	"2.205366e-08"	"55619"
"100996702"	"1"	"1"	"2.255582e-02"	"100996702"
"3691"	"1"	"1"	"3.516554e-10"	"3691"
"87178"	"1"	"1"	"1.456035e-01"	"87178"
"25853"	"1"	"1"	"3.718110e-11"	"25853"
"80316"	"1"	"1"	"9.636038e-03"	"80316"
"100507616"	"1"	"1"	"2.378805e-01"	"100507616"
"55850"	"1"	"1"	"1.824372e-01"	"55850"
"83641"	"1"	"1"	"2.056596e-02"	"83641"
"581"	"1"	"1"	"1.716826e-01"	"581"
"6118"	"1"	"1"	"1.610791e-01"	"6118"
"51073"	"1"	"1"	"5.864559e-02"	"51073"
"51586"	"1"	"1"	"4.578230e-01"	"51586"
"84628"	"1"	"1"	"4.626281e-02"	"84628"
"100130452"	"1"	"1"	"2.780287e-01"	"100130452"
"350"	"1"	"1"	"2.678330e-01"	"350"
"116028"	"1"	"1"	"1.013714e-12"	"116028"
"25925"	"1"	"1"	"3.169171e-01"	"25925"
"118738"	"1"	"1"	"5.010168e-03"	"118738"
"81858"	"1"	"1"	"1.262872e-04"	"81858"
"9848"	"1"	"1"	"2.144618e-01"	"9848"
"64081"	"1"	"1"	"2.908604e-05"	"64081"
"132228"	"1"	"1"	"9.500933e-02"	"132228"
"144501"	"1"	"1"	"1.812544e-05"	"144501"
"79869"	"1"	"1"	"4.809491e-06"	"79869"
"51714"	"1"	"1"	"2.252068e-01"	"51714"
"64792"	"1"	"1"	"8.341521e-02"	"64792"
"729967"	"1"	"1"	"4.150126e-01"	"729967"
"3157"	"1"	"1"	"2.429647e-02"	"3157"
"10842"	"1"	"1"	"3.781058e-02"	"10842"
"3695"	"1"	"1"	"1.135752e-08"	"3695"
"8794"	"1"	"2"	"4.211201e-01"	"8794"
"9658"	"1"	"1"	"1.828618e-05"	"9658"
"92126"	"1"	"1"	"3.327595e-02"	"92126"
"7804"	"1"	"1"	"1.981816e-01"	"7804"
"8777"	"1"	"1"	"2.640972e-01"	"8777"
"741"	"1"	"1"	"1.840863e-01"	"741"
"28778"	"1"	"1"	"1.163406e-05"	"28778"
"57587"	"1"	"1"	"1.605566e-01"	"57587"
"8501"	"1"	"1"	"9.693334e-12"	"8501"
"84365"	"1"	"1"	"5.257839e-14"	"84365"
"85416"	"1"	"1"	"9.065529e-03"	"85416"
"5531"	"1"	"1"	"1.257204e-05"	"5531"
"101927279"	"1"	"1"	"2.611380e-01"	"101927279"
"101929550"	"1"	"1"	"2.342160e-01"	"101929550"
"27074"	"1"	"1"	"1.011483e-02"	"27074"
"55916"	"1"	"1"	"2.865267e-02"	"55916"
"51528"	"1"	"1"	"1.712725e-09"	"51528"
"1736"	"1"	"1"	"3.919990e-02"	"1736"
"7363"	"1"	"1"	"5.675515e-02"	"7363"
"79902"	"1"	"1"	"1.827527e-05"	"79902"
"123096"	"1"	"1"	"1.570926e-05"	"123096"
"138255"	"1"	"1"	"4.421178e-03"	"138255"
"5423"	"1"	"1"	"1.982605e-02"	"5423"
"5739"	"1"	"1"	"1.814330e-01"	"5739"
"1663"	"1"	"1"	"2.844314e-02"	"1663"
"57509"	"1"	"1"	"3.383992e-03"	"57509"
"80308"	"1"	"1"	"1.048456e-07"	"80308"
"27034"	"1"	"1"	"3.457930e-05"	"27034"
"199746"	"1"	"1"	"8.330512e-07"	"199746"
"26502"	"1"	"1"	"1.501621e-04"	"26502"
"6462"	"1"	"1"	"1.294174e-02"	"6462"
"6376"	"1"	"1"	"2.546759e-01"	"6376"
"57560"	"1"	"1"	"2.241278e-09"	"57560"
"8365"	"1"	"1"	"6.205308e-02"	"8365"
"55096"	"1"	"1"	"7.308559e-02"	"55096"
"1959"	"1"	"1"	"2.695207e-08"	"1959"
"10085"	"1"	"1"	"2.399482e-02"	"10085"
"389421"	"1"	"1"	"1.609455e-01"	"389421"
"144348"	"1"	"1"	"5.040344e-05"	"144348"
"255738"	"1"	"1"	"1.616200e-01"	"255738"
"257240"	"1"	"1"	"1.510352e-02"	"257240"
"266812"	"1"	"1"	"1.544058e-02"	"266812"
"4627"	"1"	"1"	"1.254718e-01"	"4627"
"27229"	"1"	"1"	"5.478568e-05"	"27229"
"9047"	"1"	"1"	"1.111201e-01"	"9047"
"339512"	"1"	"1"	"3.054340e-01"	"339512"
"54918"	"1"	"1"	"1.566571e-01"	"54918"
"221756"	"1"	"1"	"1.237324e-06"	"221756"
"5337"	"1"	"1"	"1.146621e-05"	"5337"
"962"	"1"	"1"	"3.099046e-05"	"962"
"83608"	"1"	"1"	"7.465721e-02"	"83608"
"3958"	"1"	"1"	"3.815494e-05"	"3958"
"9957"	"1"	"1"	"8.084927e-03"	"9957"
"4303"	"1"	"1"	"1.129293e-12"	"4303"
"5663"	"1"	"1"	"2.134750e-01"	"5663"
"1633"	"1"	"1"	"4.792854e-01"	"1633"
"9321"	"1"	"1"	"3.791120e-01"	"9321"
"116224"	"1"	"1"	"1.476897e-05"	"116224"
"3912"	"1"	"1"	"1.114914e-01"	"3912"
"27175"	"1"	"1"	"1.071734e-02"	"27175"
"64094"	"1"	"1"	"4.557166e-01"	"64094"
"4645"	"1"	"1"	"8.087573e-03"	"4645"
"28809"	"1"	"1"	"4.776000e-06"	"28809"
"114900"	"1"	"1"	"1.857969e-02"	"114900"
"25847"	"1"	"1"	"3.769036e-08"	"25847"
"51282"	"1"	"1"	"4.936002e-01"	"51282"
"55160"	"1"	"1"	"3.352387e-05"	"55160"
"88"	"1"	"1"	"4.563918e-05"	"88"
"353219"	"1"	"1"	"1.321973e-01"	"353219"
"114818"	"1"	"2"	"9.604773e-14"	"114818"
"56101"	"1"	"2"	"3.404727e-01"	"56101"
"10226"	"1"	"1"	"4.905187e-07"	"10226"
"9468"	"1"	"1"	"7.921056e-02"	"9468"
"28"	"1"	"1"	"3.600494e-01"	"28"
"57561"	"1"	"1"	"1.229156e-02"	"57561"
"10420"	"1"	"1"	"1.365340e-02"	"10420"
"6856"	"1"	"1"	"8.294664e-02"	"6856"
"84790"	"1"	"1"	"6.815558e-02"	"84790"
"2134"	"1"	"1"	"2.687793e-02"	"2134"
"84276"	"1"	"1"	"4.134284e-02"	"84276"
"57127"	"1"	"1"	"2.593590e-02"	"57127"
"8549"	"1"	"1"	"2.882398e-02"	"8549"
"10632"	"1"	"1"	"1.061975e-01"	"10632"
"10783"	"1"	"1"	"2.404647e-07"	"10783"
"25770"	"1"	"1"	"8.946871e-03"	"25770"
"126231"	"1"	"1"	"7.890852e-02"	"126231"
"81792"	"1"	"1"	"4.362354e-03"	"81792"
"3738"	"1"	"1"	"1.768672e-01"	"3738"
"369"	"1"	"1"	"6.885521e-15"	"369"
"58985"	"1"	"1"	"1.401456e-01"	"58985"
"54108"	"1"	"1"	"4.310863e-01"	"54108"
"56124"	"1"	"1"	"1.147905e-02"	"56124"
"1440"	"1"	"1"	"1.183131e-01"	"1440"
"883"	"1"	"1"	"2.516914e-06"	"883"
"26155"	"1"	"1"	"4.104538e-06"	"26155"
"51278"	"1"	"1"	"1.559452e-05"	"51278"
"54206"	"1"	"1"	"4.877375e-02"	"54206"
"55651"	"1"	"1"	"5.729077e-02"	"55651"
"4137"	"1"	"1"	"1.548646e-01"	"4137"
"23517"	"1"	"1"	"2.466473e-01"	"23517"
"11030"	"1"	"1"	"1.947411e-02"	"11030"
"8408"	"1"	"1"	"4.058709e-05"	"8408"
"23205"	"1"	"1"	"3.785204e-02"	"23205"
"1953"	"1"	"1"	"1.957267e-10"	"1953"
"116143"	"1"	"1"	"1.109060e-01"	"116143"
"5189"	"1"	"1"	"1.476897e-05"	"5189"
"1147"	"1"	"1"	"1.040909e-01"	"1147"
"10487"	"1"	"1"	"3.090943e-02"	"10487"
"6004"	"1"	"1"	"1.972190e-07"	"6004"
"401097"	"1"	"1"	"6.732338e-02"	"401097"
"162239"	"1"	"1"	"4.628660e-01"	"162239"
"100885798"	"1"	"1"	"2.950107e-01"	"100885798"
"9620"	"1"	"1"	"2.885829e-07"	"9620"
"7709"	"1"	"1"	"8.141945e-06"	"7709"
"80086"	"1"	"1"	"3.640376e-01"	"80086"
"51704"	"1"	"1"	"2.232087e-01"	"51704"
"7770"	"1"	"1"	"2.036425e-01"	"7770"
"5066"	"1"	"1"	"1.797234e-03"	"5066"
"23513"	"1"	"1"	"3.704451e-05"	"23513"
"79095"	"1"	"1"	"9.929457e-03"	"79095"
"79594"	"1"	"1"	"1.842700e-02"	"79594"
"148066"	"1"	"1"	"1.151741e-02"	"148066"
"51338"	"1"	"1"	"3.369057e-01"	"51338"
"6603"	"1"	"1"	"1.109716e-05"	"6603"
"10461"	"1"	"1"	"1.474785e-01"	"10461"
"84164"	"1"	"1"	"1.802807e-05"	"84164"
"10972"	"1"	"1"	"4.493217e-02"	"10972"
"1875"	"1"	"1"	"2.928904e-01"	"1875"
"8273"	"1"	"1"	"2.447722e-02"	"8273"
"1602"	"1"	"1"	"4.549894e-01"	"1602"
"55253"	"1"	"1"	"3.158999e-01"	"55253"
"11346"	"1"	"1"	"6.662451e-02"	"11346"
"1718"	"1"	"1"	"2.698910e-02"	"1718"
"11164"	"1"	"1"	"2.556037e-01"	"11164"
"79050"	"1"	"1"	"2.621415e-01"	"79050"
"10449"	"1"	"1"	"9.021195e-03"	"10449"
"147004"	"1"	"1"	"4.326692e-01"	"147004"
"55744"	"1"	"1"	"2.581844e-09"	"55744"
"5365"	"1"	"1"	"7.550829e-03"	"5365"
"5886"	"1"	"1"	"2.518631e-01"	"5886"
"6653"	"1"	"1"	"1.058823e-08"	"6653"
"2846"	"1"	"1"	"1.239801e-01"	"2846"
"54360"	"1"	"1"	"5.246349e-02"	"54360"
"28451"	"1"	"1"	"2.590313e-06"	"28451"
"23378"	"1"	"1"	"4.195083e-06"	"23378"
"102"	"1"	"1"	"4.576705e-02"	"102"
"4128"	"1"	"1"	"7.704379e-02"	"4128"
"151393"	"1"	"1"	"8.752807e-05"	"151393"
"56603"	"1"	"1"	"3.785771e-02"	"56603"
"79767"	"1"	"1"	"1.494541e-04"	"79767"
"10492"	"1"	"1"	"2.910066e-01"	"10492"
"3163"	"1"	"1"	"1.189114e-05"	"3163"
"84331"	"1"	"1"	"4.171349e-01"	"84331"
"60682"	"1"	"1"	"6.680849e-02"	"60682"
"57003"	"1"	"1"	"2.580696e-01"	"57003"
"9667"	"1"	"1"	"4.216030e-10"	"9667"
"79875"	"1"	"1"	"3.299899e-08"	"79875"
"22901"	"1"	"1"	"2.068131e-01"	"22901"
"84260"	"1"	"1"	"6.511945e-07"	"84260"
"1445"	"1"	"1"	"1.087185e-01"	"1445"
"26470"	"1"	"1"	"2.588926e-06"	"26470"
"286451"	"1"	"1"	"5.617886e-02"	"286451"
"6988"	"1"	"1"	"5.782558e-02"	"6988"
"10285"	"1"	"1"	"2.673640e-02"	"10285"
"25813"	"1"	"1"	"1.949913e-01"	"25813"
"54805"	"1"	"1"	"2.985627e-02"	"54805"
"23460"	"1"	"1"	"1.675695e-05"	"23460"
"143384"	"1"	"1"	"4.029868e-01"	"143384"
"285692"	"1"	"1"	"3.387446e-01"	"285692"
"7867"	"1"	"1"	"1.909590e-01"	"7867"
"7538"	"1"	"1"	"2.891015e-01"	"7538"
"23180"	"1"	"1"	"1.662979e-09"	"23180"
"1312"	"1"	"1"	"4.171225e-02"	"1312"
"81831"	"1"	"1"	"1.742722e-01"	"81831"
"4850"	"1"	"1"	"4.278625e-01"	"4850"
"9556"	"1"	"1"	"6.950718e-03"	"9556"
"6137"	"1"	"1"	"4.537657e-05"	"6137"
"6674"	"1"	"1"	"3.895782e-05"	"6674"
"554202"	"1"	"1"	"2.571218e-01"	"554202"
"4603"	"1"	"2"	"3.406445e-03"	"4603"
"858"	"1"	"1"	"1.894393e-01"	"858"
"64172"	"1"	"1"	"4.040288e-06"	"64172"
"889"	"1"	"1"	"1.516369e-01"	"889"
"375748"	"1"	"1"	"6.704925e-02"	"375748"
"101927870"	"1"	"1"	"2.115004e-01"	"101927870"
"3090"	"1"	"1"	"7.545510e-02"	"3090"
"136306"	"1"	"1"	"1.246850e-01"	"136306"
"368"	"1"	"1"	"5.600829e-03"	"368"
"1635"	"1"	"1"	"4.481463e-07"	"1635"
"114984"	"1"	"1"	"4.048597e-01"	"114984"
"27243"	"1"	"1"	"6.594061e-02"	"27243"
"64718"	"1"	"1"	"4.030931e-10"	"64718"
"1452"	"1"	"1"	"2.059327e-05"	"1452"
"1983"	"1"	"1"	"1.045826e-01"	"1983"
"147040"	"1"	"1"	"1.213182e-01"	"147040"
"101927220"	"1"	"1"	"1.277637e-02"	"101927220"
"51148"	"1"	"1"	"2.369486e-07"	"51148"
"10695"	"1"	"1"	"1.780674e-05"	"10695"
"728978"	"1"	"1"	"1.500745e-01"	"728978"
"10460"	"1"	"1"	"2.410825e-01"	"10460"
"5428"	"1"	"1"	"3.252639e-08"	"5428"
"8620"	"1"	"1"	"1.657535e-04"	"8620"
"6500"	"1"	"1"	"2.159677e-01"	"6500"
"100874038"	"1"	"1"	"1.305376e-01"	"100874038"
"81562"	"1"	"1"	"6.713378e-02"	"81562"
"5077"	"1"	"1"	"1.950163e-02"	"5077"
"9619"	"1"	"1"	"2.919894e-02"	"9619"
"149628"	"1"	"1"	"1.901114e-14"	"149628"
"55769"	"1"	"1"	"1.272924e-05"	"55769"
"101927523"	"1"	"1"	"3.810169e-02"	"101927523"
"801"	"1"	"1"	"3.216943e-01"	"801"
"4891"	"1"	"1"	"8.654939e-02"	"4891"
"203447"	"1"	"1"	"1.795929e-01"	"203447"
"10180"	"1"	"1"	"4.086891e-01"	"10180"
"348013"	"1"	"1"	"2.151456e-01"	"348013"
"55094"	"1"	"1"	"6.040471e-06"	"55094"
"5316"	"1"	"1"	"1.707396e-01"	"5316"
"647979"	"1"	"1"	"4.195083e-06"	"647979"
"5928"	"1"	"1"	"2.288807e-01"	"5928"
"7140"	"1"	"1"	"1.045619e-02"	"7140"
"284029"	"1"	"1"	"5.759326e-06"	"284029"
"1961"	"1"	"1"	"2.719195e-05"	"1961"
"6880"	"1"	"1"	"3.044351e-01"	"6880"
"161"	"1"	"1"	"1.223216e-01"	"161"
"64743"	"1"	"1"	"6.522448e-12"	"64743"
"8907"	"1"	"1"	"5.334366e-10"	"8907"
"147746"	"1"	"1"	"1.146917e-01"	"147746"
"162989"	"1"	"1"	"1.500329e-01"	"162989"
"139170"	"1"	"1"	"3.715933e-01"	"139170"
"339541"	"1"	"1"	"2.524467e-02"	"339541"
"5202"	"1"	"1"	"1.311448e-01"	"5202"
"283310"	"1"	"1"	"1.791692e-01"	"283310"
"2745"	"1"	"1"	"2.820001e-01"	"2745"
"84851"	"1"	"2"	"1.537446e-01"	"84851"
"118924"	"1"	"1"	"1.187320e-01"	"118924"
"55556"	"1"	"1"	"8.974555e-03"	"55556"
"140890"	"1"	"1"	"2.122805e-04"	"140890"
"91694"	"1"	"1"	"3.145044e-01"	"91694"
"222234"	"1"	"1"	"2.809537e-01"	"222234"
"101929660"	"1"	"1"	"1.832138e-01"	"101929660"
"84307"	"1"	"1"	"4.886342e-01"	"84307"
"57631"	"1"	"1"	"9.451035e-06"	"57631"
"10421"	"1"	"1"	"2.830521e-02"	"10421"
"64130"	"1"	"1"	"1.680179e-05"	"64130"
"6567"	"1"	"1"	"5.927826e-02"	"6567"
"100506686"	"1"	"1"	"4.099767e-02"	"100506686"
"85453"	"1"	"1"	"6.250370e-06"	"85453"
"8411"	"1"	"1"	"1.616877e-01"	"8411"
"23515"	"1"	"1"	"2.459836e-07"	"23515"
"201283"	"1"	"1"	"1.541729e-10"	"201283"
"342892"	"1"	"1"	"4.285955e-01"	"342892"
"4259"	"1"	"1"	"8.192767e-05"	"4259"
"79887"	"1"	"1"	"2.156921e-05"	"79887"
"5971"	"1"	"1"	"1.790718e-01"	"5971"
"10693"	"1"	"1"	"1.119987e-06"	"10693"
"26190"	"1"	"1"	"1.653484e-01"	"26190"
"22818"	"1"	"1"	"1.611358e-05"	"22818"
"10336"	"1"	"1"	"4.643331e-05"	"10336"
"101927884"	"1"	"1"	"1.138045e-01"	"101927884"
"7469"	"1"	"2"	"2.053246e-01"	"7469"
"3936"	"1"	"1"	"1.168845e-02"	"3936"
"868"	"1"	"1"	"2.430227e-10"	"868"
"29799"	"1"	"1"	"3.369818e-06"	"29799"
"50865"	"1"	"1"	"1.100038e-01"	"50865"
"7124"	"1"	"1"	"4.336225e-08"	"7124"
"51304"	"1"	"1"	"1.766532e-01"	"51304"
"54020"	"1"	"1"	"4.733181e-07"	"54020"
"59307"	"1"	"1"	"1.127864e-01"	"59307"
"8662"	"1"	"1"	"1.407383e-01"	"8662"
"134218"	"1"	"1"	"2.690388e-04"	"134218"
"27005"	"1"	"1"	"3.092786e-07"	"27005"
"22808"	"1"	"1"	"2.301492e-03"	"22808"
"2045"	"1"	"1"	"1.833432e-01"	"2045"
"29882"	"1"	"1"	"1.766956e-05"	"29882"
"5526"	"1"	"1"	"1.903499e-06"	"5526"
"29103"	"1"	"1"	"3.498403e-01"	"29103"
"23175"	"1"	"1"	"6.462885e-06"	"23175"
"401093"	"1"	"1"	"1.987070e-01"	"401093"
"56898"	"1"	"1"	"4.244746e-05"	"56898"
"100507495"	"1"	"1"	"6.784834e-03"	"100507495"
"101927722"	"1"	"1"	"3.368142e-01"	"101927722"
"28786"	"1"	"1"	"2.720391e-02"	"28786"
"101927769"	"1"	"1"	"1.547335e-01"	"101927769"
"54929"	"1"	"1"	"5.783550e-02"	"54929"
"29116"	"1"	"1"	"4.833687e-01"	"29116"
"23483"	"1"	"1"	"6.477790e-02"	"23483"
"283038"	"1"	"1"	"1.872669e-01"	"283038"
"9058"	"1"	"1"	"6.424225e-02"	"9058"
"9088"	"1"	"1"	"9.920338e-02"	"9088"
"25885"	"1"	"1"	"6.331807e-06"	"25885"
"29102"	"1"	"1"	"6.564195e-06"	"29102"
"3146"	"1"	"1"	"2.960226e-01"	"3146"
"493869"	"1"	"1"	"4.863732e-01"	"493869"
"10948"	"1"	"1"	"1.244290e-01"	"10948"
"54627"	"1"	"1"	"3.035146e-01"	"54627"
"285381"	"1"	"1"	"2.518475e-01"	"285381"
"7700"	"1"	"1"	"2.276820e-01"	"7700"
"84942"	"1"	"1"	"2.346425e-02"	"84942"
"55357"	"1"	"1"	"9.096915e-02"	"55357"
"1609"	"1"	"1"	"3.454234e-05"	"1609"
"114790"	"1"	"1"	"6.976308e-05"	"114790"
"6158"	"1"	"1"	"1.580971e-05"	"6158"
"64772"	"1"	"1"	"4.597203e-05"	"64772"
"10211"	"1"	"1"	"1.267353e-04"	"10211"
"8764"	"1"	"1"	"6.606175e-02"	"8764"
"5019"	"1"	"1"	"4.349828e-01"	"5019"
"201456"	"1"	"1"	"3.350692e-06"	"201456"
"4763"	"1"	"1"	"5.052365e-05"	"4763"
"100505797"	"1"	"1"	"9.577234e-02"	"100505797"
"3587"	"1"	"1"	"1.261833e-08"	"3587"
"101410533"	"1"	"1"	"1.462184e-04"	"101410533"
"23261"	"1"	"1"	"1.952741e-05"	"23261"
"5828"	"1"	"1"	"3.197648e-01"	"5828"
"4695"	"1"	"1"	"2.053671e-02"	"4695"
"100506675"	"1"	"1"	"1.989232e-01"	"100506675"
"50717"	"1"	"1"	"5.074454e-07"	"50717"
"100134713"	"1"	"1"	"7.437438e-02"	"100134713"
"8074"	"1"	"1"	"1.046992e-02"	"8074"
"255220"	"1"	"1"	"3.524041e-01"	"255220"
"25801"	"1"	"1"	"9.639071e-06"	"25801"
"55680"	"1"	"1"	"7.751243e-07"	"55680"
"11275"	"1"	"1"	"4.439741e-01"	"11275"
"80325"	"1"	"1"	"1.284947e-15"	"80325"
"144245"	"1"	"1"	"1.224803e-02"	"144245"
"2820"	"1"	"1"	"4.548610e-06"	"2820"
"65265"	"1"	"1"	"2.026472e-02"	"65265"
"7678"	"1"	"1"	"8.291974e-02"	"7678"
"51011"	"1"	"1"	"2.030527e-01"	"51011"
"1021"	"1"	"1"	"3.241515e-12"	"1021"
"116988"	"1"	"1"	"5.100881e-02"	"116988"
"220134"	"1"	"1"	"1.528172e-03"	"220134"
"100130357"	"1"	"1"	"3.199337e-01"	"100130357"
"117531"	"1"	"1"	"1.071734e-02"	"117531"
"92935"	"1"	"1"	"6.961573e-05"	"92935"
"100129271"	"1"	"1"	"2.757311e-01"	"100129271"
"3482"	"1"	"1"	"6.722496e-02"	"3482"
"6005"	"1"	"1"	"5.337315e-02"	"6005"
"284018"	"1"	"1"	"3.247865e-01"	"284018"
"101929229"	"1"	"1"	"1.934505e-01"	"101929229"
"22823"	"1"	"1"	"1.214792e-01"	"22823"
"54210"	"1"	"1"	"2.392388e-01"	"54210"
"115701"	"1"	"1"	"4.608987e-01"	"115701"
"147699"	"1"	"2"	"7.664793e-08"	"147699"
"9149"	"1"	"1"	"2.746232e-05"	"9149"
"126075"	"1"	"1"	"2.791004e-09"	"126075"
"84513"	"1"	"1"	"9.439831e-02"	"84513"
"114971"	"1"	"1"	"4.588128e-06"	"114971"
"5646"	"1"	"1"	"3.729640e-02"	"5646"
"79979"	"1"	"1"	"2.944430e-01"	"79979"
"132430"	"1"	"1"	"6.725361e-02"	"132430"
"3574"	"1"	"1"	"7.905438e-02"	"3574"
"7532"	"1"	"1"	"6.380640e-02"	"7532"
"3133"	"1"	"1"	"1.677568e-01"	"3133"
"9991"	"1"	"1"	"8.142496e-02"	"9991"
"1054"	"1"	"1"	"2.616058e-04"	"1054"
"56919"	"1"	"1"	"3.361398e-01"	"56919"
"5986"	"1"	"1"	"1.846172e-01"	"5986"
"1288"	"1"	"1"	"4.969540e-01"	"1288"
"100128830"	"1"	"1"	"1.084292e-02"	"100128830"
"7181"	"1"	"1"	"1.199166e-09"	"7181"
"91050"	"1"	"1"	"7.902513e-09"	"91050"
"55741"	"1"	"1"	"3.098784e-01"	"55741"
"8934"	"1"	"1"	"9.472860e-02"	"8934"
"101928043"	"1"	"1"	"5.348013e-02"	"101928043"
"1944"	"1"	"1"	"3.565412e-05"	"1944"
"116236"	"1"	"1"	"2.205022e-01"	"116236"
"63974"	"1"	"1"	"1.094255e-01"	"63974"
"11282"	"1"	"1"	"7.909587e-08"	"11282"
"55904"	"1"	"1"	"8.333994e-02"	"55904"
"57679"	"1"	"1"	"3.119975e-02"	"57679"
"23070"	"1"	"1"	"1.069314e-01"	"23070"
"6809"	"1"	"1"	"1.787455e-01"	"6809"
