"Bcell"	"MCLe"	"df"	"combo.name"
"114826"	"1"	"1"	"1.668674e-02"	"114826"
"27032"	"1"	"1"	"2.761118e-08"	"27032"
"51529"	"1"	"1"	"1.154235e-03"	"51529"
"23036"	"1"	"1"	"7.836747e-03"	"23036"
"340554"	"1"	"1"	"7.069758e-04"	"340554"
"7627"	"1"	"1"	"1.007112e-04"	"7627"
"388963"	"1"	"1"	"3.343506e-02"	"388963"
"9670"	"1"	"1"	"1.317456e-01"	"9670"
"10401"	"1"	"1"	"1.351296e-02"	"10401"
"147525"	"1"	"1"	"2.586248e-01"	"147525"
"27346"	"1"	"1"	"7.669449e-04"	"27346"
"3557"	"1"	"1"	"6.108234e-02"	"3557"
"55628"	"1"	"1"	"4.884067e-01"	"55628"
"572"	"1"	"1"	"9.837870e-03"	"572"
"92292"	"1"	"1"	"4.368706e-02"	"92292"
"293"	"1"	"1"	"7.399895e-03"	"293"
"6283"	"1"	"1"	"4.459616e-01"	"6283"
"3972"	"1"	"1"	"8.955743e-03"	"3972"
"10045"	"1"	"1"	"4.570534e-05"	"10045"
"4175"	"1"	"1"	"6.525081e-08"	"4175"
"100131187"	"1"	"1"	"3.508169e-01"	"100131187"
"79828"	"1"	"1"	"3.454115e-03"	"79828"
"8840"	"1"	"1"	"4.694155e-02"	"8840"
"27245"	"1"	"1"	"2.619266e-04"	"27245"
"10327"	"1"	"1"	"7.303039e-02"	"10327"
"118460"	"1"	"1"	"5.368521e-04"	"118460"
"100130331"	"1"	"1"	"1.700019e-01"	"100130331"
"57130"	"1"	"1"	"4.271668e-05"	"57130"
"149954"	"1"	"1"	"3.268310e-01"	"149954"
"100506443"	"1"	"1"	"3.241176e-01"	"100506443"
"286151"	"1"	"1"	"2.634882e-02"	"286151"
"10346"	"1"	"1"	"4.485631e-04"	"10346"
"9276"	"1"	"1"	"3.076017e-02"	"9276"
"57604"	"1"	"1"	"3.988895e-02"	"57604"
"71"	"1"	"1"	"1.466253e-02"	"71"
"57822"	"1"	"1"	"8.715842e-02"	"57822"
"84962"	"1"	"1"	"6.601022e-02"	"84962"
"5001"	"1"	"1"	"2.970179e-04"	"5001"
"25942"	"1"	"1"	"4.244256e-05"	"25942"
"90378"	"1"	"1"	"2.923712e-05"	"90378"
"3682"	"1"	"1"	"2.620060e-01"	"3682"
"130916"	"1"	"1"	"3.595240e-01"	"130916"
"5528"	"1"	"1"	"5.558706e-02"	"5528"
"81575"	"1"	"1"	"9.214368e-02"	"81575"
"92822"	"1"	"1"	"4.705797e-01"	"92822"
"83854"	"1"	"1"	"1.257615e-03"	"83854"
"3189"	"1"	"2"	"3.678629e-04"	"3189"
"9466"	"1"	"1"	"1.279211e-01"	"9466"
"54797"	"1"	"1"	"1.230304e-09"	"54797"
"132320"	"1"	"1"	"1.408530e-01"	"132320"
"51078"	"1"	"1"	"4.376407e-01"	"51078"
"6875"	"1"	"1"	"4.762146e-03"	"6875"
"92170"	"1"	"1"	"5.078031e-02"	"92170"
"100874362"	"1"	"1"	"1.301353e-01"	"100874362"
"170685"	"1"	"1"	"3.329405e-02"	"170685"
"266977"	"1"	"1"	"1.167651e-02"	"266977"
"221074"	"1"	"1"	"1.192069e-02"	"221074"
"53820"	"1"	"1"	"3.961334e-01"	"53820"
"10647"	"1"	"1"	"4.356231e-01"	"10647"
"5867"	"1"	"1"	"4.286855e-02"	"5867"
"2038"	"1"	"1"	"3.511721e-01"	"2038"
"84899"	"1"	"1"	"3.798965e-01"	"84899"
"84306"	"1"	"1"	"1.639889e-06"	"84306"
"64062"	"1"	"1"	"4.121619e-01"	"64062"
"101927363"	"1"	"1"	"2.270020e-01"	"101927363"
"8702"	"1"	"1"	"1.057353e-01"	"8702"
"3897"	"1"	"1"	"4.883456e-01"	"3897"
"732"	"1"	"1"	"3.704597e-01"	"732"
"24145"	"1"	"1"	"9.346197e-03"	"24145"
"10313"	"1"	"1"	"4.653073e-01"	"10313"
"54629"	"1"	"1"	"1.611535e-02"	"54629"
"134829"	"1"	"1"	"9.882712e-02"	"134829"
"221391"	"1"	"1"	"3.696354e-02"	"221391"
"10111"	"1"	"1"	"4.735940e-02"	"10111"
"55662"	"1"	"1"	"2.811525e-01"	"55662"
"1387"	"1"	"1"	"6.229865e-05"	"1387"
"5635"	"1"	"1"	"4.111432e-02"	"5635"
"203523"	"1"	"1"	"2.669756e-01"	"203523"
"374907"	"1"	"1"	"4.503221e-01"	"374907"
"7706"	"1"	"1"	"1.448946e-02"	"7706"
"144193"	"1"	"1"	"2.422092e-03"	"144193"
"5680"	"1"	"1"	"4.763298e-02"	"5680"
"55776"	"1"	"1"	"3.871120e-03"	"55776"
"56913"	"1"	"1"	"4.833777e-02"	"56913"
"84692"	"1"	"1"	"3.229877e-02"	"84692"
"9787"	"1"	"1"	"5.811965e-12"	"9787"
"51079"	"1"	"1"	"3.135768e-02"	"51079"
"5932"	"1"	"1"	"4.939487e-01"	"5932"
"113"	"1"	"1"	"7.153162e-04"	"113"
"285489"	"1"	"1"	"4.008509e-02"	"285489"
"101927422"	"1"	"1"	"3.356545e-01"	"101927422"
"374403"	"1"	"1"	"1.732430e-07"	"374403"
"26775"	"1"	"1"	"1.469440e-02"	"26775"
"124565"	"1"	"1"	"8.665273e-02"	"124565"
"144577"	"1"	"1"	"4.238827e-01"	"144577"
"2972"	"1"	"1"	"1.799213e-01"	"2972"
"25799"	"1"	"1"	"1.156110e-02"	"25799"
"284551"	"1"	"1"	"4.701941e-01"	"284551"
"160777"	"1"	"1"	"5.359659e-02"	"160777"
"3068"	"1"	"1"	"2.300101e-01"	"3068"
"6223"	"1"	"1"	"2.854466e-02"	"6223"
"3955"	"1"	"1"	"5.394681e-06"	"3955"
"8314"	"1"	"1"	"8.490206e-04"	"8314"
"57092"	"1"	"1"	"1.507067e-04"	"57092"
"9796"	"1"	"1"	"2.602288e-01"	"9796"
"83746"	"1"	"1"	"4.758487e-01"	"83746"
"27163"	"1"	"1"	"6.154337e-03"	"27163"
"6597"	"1"	"1"	"2.824219e-02"	"6597"
"10755"	"1"	"1"	"2.786672e-02"	"10755"
"168451"	"1"	"1"	"3.773409e-01"	"168451"
"80320"	"1"	"1"	"1.275690e-03"	"80320"
"26353"	"1"	"1"	"1.529104e-01"	"26353"
"387032"	"1"	"1"	"4.329024e-04"	"387032"
"627"	"1"	"1"	"3.544543e-02"	"627"
"84954"	"1"	"1"	"3.212299e-04"	"84954"
"54973"	"1"	"1"	"3.108980e-03"	"54973"
"56063"	"1"	"1"	"6.628580e-02"	"56063"
"8933"	"1"	"1"	"7.817475e-04"	"8933"
"10611"	"1"	"1"	"1.630543e-02"	"10611"
"129787"	"1"	"1"	"1.761399e-03"	"129787"
"164633"	"1"	"1"	"2.165946e-01"	"164633"
"1655"	"1"	"1"	"1.407504e-03"	"1655"
"84811"	"1"	"1"	"1.286436e-02"	"84811"
"170954"	"1"	"1"	"4.924357e-06"	"170954"
"26048"	"1"	"1"	"7.105624e-03"	"26048"
"1595"	"1"	"1"	"1.555900e-01"	"1595"
"6642"	"1"	"1"	"4.511601e-02"	"6642"
"4939"	"1"	"1"	"4.509538e-02"	"4939"
"54454"	"1"	"1"	"9.433556e-05"	"54454"
"64901"	"1"	"1"	"6.037665e-02"	"64901"
"162681"	"1"	"1"	"5.780296e-03"	"162681"
"55791"	"1"	"1"	"5.361300e-02"	"55791"
"9782"	"1"	"1"	"4.890276e-02"	"9782"
"92235"	"1"	"1"	"2.611247e-01"	"92235"
"51733"	"1"	"1"	"1.559941e-02"	"51733"
"3560"	"1"	"1"	"1.494541e-04"	"3560"
"54543"	"1"	"1"	"1.351791e-01"	"54543"
"219771"	"1"	"1"	"3.541315e-01"	"219771"
"3790"	"1"	"1"	"9.717895e-03"	"3790"
"387338"	"1"	"1"	"3.108487e-04"	"387338"
"256309"	"1"	"1"	"4.490692e-05"	"256309"
"6563"	"1"	"1"	"1.366856e-02"	"6563"
"7769"	"1"	"1"	"2.222071e-02"	"7769"
"1770"	"1"	"1"	"3.302869e-01"	"1770"
"642"	"1"	"1"	"2.334074e-03"	"642"
"3984"	"1"	"1"	"3.957401e-01"	"3984"
"7107"	"1"	"1"	"2.280857e-04"	"7107"
"257106"	"1"	"1"	"1.418367e-02"	"257106"
"11232"	"1"	"1"	"8.863140e-02"	"11232"
"8445"	"1"	"1"	"3.337520e-04"	"8445"
"10238"	"1"	"1"	"4.637623e-03"	"10238"
"141"	"1"	"1"	"3.665688e-01"	"141"
"53340"	"1"	"1"	"2.480425e-01"	"53340"
"152100"	"1"	"1"	"2.090490e-01"	"152100"
"54974"	"1"	"1"	"3.517468e-04"	"54974"
"93343"	"1"	"1"	"2.085615e-01"	"93343"
"29765"	"1"	"1"	"2.320346e-03"	"29765"
"113278"	"1"	"1"	"1.797472e-03"	"113278"
"10472"	"1"	"1"	"5.420221e-05"	"10472"
"7799"	"1"	"1"	"6.886132e-03"	"7799"
"400713"	"1"	"1"	"1.490458e-01"	"400713"
"5582"	"1"	"1"	"1.600922e-01"	"5582"
"8227"	"1"	"1"	"1.323997e-01"	"8227"
"1122"	"1"	"1"	"1.162406e-03"	"1122"
"10554"	"1"	"1"	"3.952418e-01"	"10554"
"137492"	"1"	"1"	"3.736202e-04"	"137492"
"27232"	"1"	"1"	"2.514565e-03"	"27232"
"101927123"	"1"	"1"	"5.044893e-03"	"101927123"
"1487"	"1"	"1"	"1.793339e-01"	"1487"
"821"	"1"	"1"	"2.064145e-02"	"821"
"11124"	"1"	"1"	"2.352299e-02"	"11124"
"112479"	"1"	"1"	"4.298386e-02"	"112479"
"51087"	"1"	"1"	"1.346918e-03"	"51087"
"101927034"	"1"	"1"	"1.956001e-02"	"101927034"
"56246"	"1"	"1"	"3.951410e-02"	"56246"
"349565"	"1"	"1"	"5.239157e-03"	"349565"
"26060"	"1"	"1"	"3.938475e-01"	"26060"
"64423"	"1"	"1"	"3.822091e-03"	"64423"
"4058"	"1"	"1"	"5.125365e-05"	"4058"
"10953"	"1"	"1"	"1.232387e-04"	"10953"
"23030"	"1"	"1"	"7.806589e-02"	"23030"
"144486"	"1"	"1"	"2.687593e-03"	"144486"
"686"	"1"	"1"	"1.528147e-04"	"686"
"131034"	"1"	"1"	"2.276084e-02"	"131034"
"253558"	"1"	"1"	"1.560280e-01"	"253558"
"93653"	"1"	"1"	"1.538800e-02"	"93653"
"11120"	"1"	"1"	"2.482985e-02"	"11120"
"26953"	"1"	"1"	"7.248738e-02"	"26953"
"11152"	"1"	"1"	"8.649313e-04"	"11152"
"22877"	"1"	"1"	"1.319995e-01"	"22877"
"3632"	"1"	"1"	"1.128085e-01"	"3632"
"219541"	"1"	"1"	"3.063060e-01"	"219541"
"5256"	"1"	"1"	"5.737755e-08"	"5256"
"79654"	"1"	"1"	"4.612566e-07"	"79654"
"80317"	"1"	"1"	"2.786774e-02"	"80317"
"254887"	"1"	"1"	"1.618622e-06"	"254887"
"400916"	"1"	"1"	"5.617886e-02"	"400916"
"100507433"	"1"	"1"	"8.138828e-03"	"100507433"
"56616"	"1"	"1"	"1.533759e-01"	"56616"
"27152"	"1"	"1"	"2.791671e-03"	"27152"
"9946"	"1"	"1"	"2.800474e-04"	"9946"
"339500"	"1"	"1"	"1.406462e-04"	"339500"
"3987"	"1"	"1"	"1.488226e-02"	"3987"
"27237"	"1"	"1"	"9.080102e-05"	"27237"
"89910"	"1"	"1"	"6.561803e-03"	"89910"
"124245"	"1"	"1"	"2.356888e-02"	"124245"
"3643"	"1"	"2"	"1.061229e-01"	"3643"
"10577"	"1"	"1"	"4.469607e-01"	"10577"
"101926942"	"1"	"1"	"3.095297e-01"	"101926942"
"4716"	"1"	"1"	"1.493613e-01"	"4716"
"5008"	"1"	"1"	"9.446420e-02"	"5008"
"317"	"1"	"1"	"6.346963e-03"	"317"
"4293"	"1"	"1"	"2.083375e-01"	"4293"
"339"	"1"	"1"	"2.640342e-01"	"339"
"54751"	"1"	"1"	"5.893665e-02"	"54751"
"8479"	"1"	"1"	"3.919990e-02"	"8479"
"57505"	"1"	"1"	"2.494016e-01"	"57505"
"439916"	"1"	"1"	"4.687001e-02"	"439916"
"26227"	"1"	"1"	"8.161365e-05"	"26227"
"2326"	"1"	"1"	"9.987248e-02"	"2326"
"51435"	"1"	"1"	"3.044023e-01"	"51435"
"84435"	"1"	"1"	"1.131725e-01"	"84435"
"9337"	"7"	"1"	"8.844511e-04"	"9337"
"343990"	"1"	"1"	"1.016723e-02"	"343990"
"152578"	"1"	"1"	"4.882382e-01"	"152578"
"3964"	"1"	"1"	"1.779324e-02"	"3964"
"2947"	"1"	"1"	"3.688510e-01"	"2947"
"7265"	"1"	"1"	"8.044416e-02"	"7265"
"23286"	"1"	"1"	"3.230946e-01"	"23286"
"83480"	"1"	"1"	"4.369736e-01"	"83480"
"5598"	"1"	"1"	"4.104953e-03"	"5598"
"25855"	"1"	"1"	"5.773344e-03"	"25855"
"286499"	"1"	"1"	"3.073613e-04"	"286499"
"126133"	"1"	"1"	"2.478674e-04"	"126133"
"79896"	"1"	"1"	"2.391939e-01"	"79896"
"602"	"1"	"1"	"1.940985e-01"	"602"
"56957"	"1"	"1"	"6.351544e-03"	"56957"
"260425"	"1"	"1"	"2.614164e-02"	"260425"
"3032"	"1"	"1"	"6.045888e-04"	"3032"
"79696"	"1"	"1"	"8.487105e-02"	"79696"
"2621"	"1"	"1"	"4.784305e-02"	"2621"
"10623"	"1"	"1"	"2.978363e-02"	"10623"
"8450"	"1"	"1"	"1.124420e-05"	"8450"
"9674"	"1"	"1"	"5.098841e-11"	"9674"
"381"	"1"	"1"	"1.678719e-05"	"381"
"159091"	"1"	"1"	"1.702642e-01"	"159091"
"23451"	"1"	"1"	"3.981578e-04"	"23451"
"6168"	"1"	"1"	"2.417566e-02"	"6168"
"1117"	"1"	"1"	"1.324665e-01"	"1117"
"51111"	"1"	"1"	"2.337017e-02"	"51111"
"151534"	"1"	"1"	"3.185911e-04"	"151534"
"118424"	"1"	"1"	"4.099652e-01"	"118424"
"5898"	"1"	"1"	"1.412953e-02"	"5898"
"140700"	"1"	"1"	"4.853405e-02"	"140700"
"221662"	"1"	"1"	"1.991499e-02"	"221662"
"63035"	"1"	"1"	"3.713370e-01"	"63035"
"6425"	"1"	"1"	"4.782434e-01"	"6425"
"51068"	"1"	"1"	"1.141142e-01"	"51068"
"81621"	"1"	"1"	"6.109796e-03"	"81621"
"142684"	"1"	"1"	"5.324095e-02"	"142684"
"101929239"	"1"	"1"	"4.298386e-02"	"101929239"
"401262"	"1"	"1"	"1.121068e-01"	"401262"
"89849"	"1"	"1"	"4.757350e-05"	"89849"
"4772"	"1"	"1"	"4.460070e-02"	"4772"
"151171"	"1"	"1"	"1.107526e-01"	"151171"
"100289509"	"1"	"1"	"4.783491e-01"	"100289509"
"353149"	"1"	"1"	"1.387807e-01"	"353149"
"27089"	"1"	"1"	"1.523355e-02"	"27089"
"55075"	"1"	"1"	"2.207165e-04"	"55075"
"4218"	"1"	"1"	"1.198100e-01"	"4218"
"51373"	"1"	"1"	"2.348712e-01"	"51373"
"4015"	"1"	"1"	"1.446511e-02"	"4015"
"4902"	"1"	"1"	"1.531166e-01"	"4902"
"128239"	"1"	"1"	"1.213455e-05"	"128239"
"389677"	"1"	"1"	"1.312196e-01"	"389677"
"10213"	"1"	"1"	"5.769172e-02"	"10213"
"404093"	"1"	"1"	"2.240515e-01"	"404093"
"51193"	"1"	"1"	"5.700101e-05"	"51193"
"6390"	"1"	"1"	"1.333162e-02"	"6390"
"1269"	"1"	"1"	"1.859106e-01"	"1269"
"6895"	"1"	"1"	"2.284287e-03"	"6895"
"55783"	"1"	"1"	"5.372329e-02"	"55783"
"6950"	"1"	"1"	"4.215121e-01"	"6950"
"124491"	"1"	"1"	"7.993675e-02"	"124491"
"56131"	"1"	"1"	"6.737704e-02"	"56131"
"51347"	"1"	"1"	"3.298162e-02"	"51347"
"158747"	"1"	"1"	"2.521962e-03"	"158747"
"5998"	"1"	"1"	"1.254027e-01"	"5998"
"5046"	"1"	"1"	"3.105893e-01"	"5046"
"50814"	"1"	"1"	"8.549140e-02"	"50814"
"169200"	"1"	"1"	"6.357392e-02"	"169200"
"728637"	"1"	"1"	"9.191604e-02"	"728637"
"7639"	"1"	"1"	"8.963737e-02"	"7639"
"11017"	"1"	"1"	"2.254263e-05"	"11017"
"644997"	"1"	"1"	"1.015513e-01"	"644997"
"132204"	"1"	"1"	"9.496499e-03"	"132204"
"124790"	"1"	"1"	"2.858406e-03"	"124790"
"23759"	"1"	"1"	"8.198510e-02"	"23759"
"101929526"	"1"	"1"	"1.103908e-01"	"101929526"
"79735"	"1"	"1"	"4.124005e-09"	"79735"
"54477"	"1"	"1"	"1.012293e-01"	"54477"
"2688"	"1"	"1"	"3.461823e-03"	"2688"
"253018"	"1"	"1"	"7.357656e-02"	"253018"
"10225"	"1"	"1"	"2.048578e-05"	"10225"
"6821"	"1"	"1"	"2.717203e-01"	"6821"
"6868"	"1"	"1"	"2.494016e-01"	"6868"
"7414"	"1"	"1"	"1.179374e-02"	"7414"
"9824"	"1"	"1"	"4.437708e-03"	"9824"
"138716"	"1"	"1"	"1.650950e-02"	"138716"
"79658"	"1"	"1"	"2.153634e-04"	"79658"
"101927124"	"1"	"1"	"4.172424e-02"	"101927124"
"148523"	"1"	"1"	"5.452020e-03"	"148523"
"6338"	"1"	"1"	"1.060157e-01"	"6338"
"9767"	"1"	"1"	"1.541748e-01"	"9767"
"130617"	"1"	"1"	"2.755326e-02"	"130617"
"81624"	"1"	"1"	"2.882296e-04"	"81624"
"23086"	"1"	"1"	"1.025105e-08"	"23086"
"55206"	"1"	"1"	"1.972543e-02"	"55206"
"10243"	"1"	"1"	"7.663264e-03"	"10243"
"84890"	"1"	"1"	"1.501450e-01"	"84890"
"8266"	"1"	"1"	"1.634906e-01"	"8266"
"7062"	"1"	"1"	"2.288359e-03"	"7062"
"90580"	"1"	"1"	"5.078253e-02"	"90580"
"56271"	"1"	"1"	"4.845098e-01"	"56271"
"246312"	"1"	"1"	"3.018804e-01"	"246312"
"10683"	"1"	"1"	"1.364298e-03"	"10683"
"146705"	"1"	"1"	"3.399824e-10"	"146705"
"55536"	"1"	"1"	"5.346459e-03"	"55536"
"23233"	"1"	"1"	"2.755168e-03"	"23233"
"283989"	"1"	"1"	"1.752865e-04"	"283989"
"101928227"	"1"	"1"	"3.854054e-01"	"101928227"
"57018"	"1"	"1"	"3.645659e-01"	"57018"
"170463"	"1"	"1"	"7.088277e-04"	"170463"
"3209"	"1"	"1"	"1.466798e-02"	"3209"
"4072"	"1"	"1"	"4.528548e-01"	"4072"
"7994"	"1"	"1"	"3.396026e-02"	"7994"
"27309"	"1"	"1"	"3.294883e-02"	"27309"
"100507303"	"1"	"1"	"1.309989e-03"	"100507303"
"55222"	"1"	"1"	"6.351013e-02"	"55222"
"8999"	"1"	"1"	"2.447722e-02"	"8999"
"55905"	"1"	"1"	"7.815182e-05"	"55905"
"26173"	"1"	"1"	"7.252876e-02"	"26173"
"27300"	"1"	"1"	"5.751621e-02"	"27300"
"84501"	"1"	"1"	"5.016116e-05"	"84501"
"5606"	"1"	"1"	"9.624167e-04"	"5606"
"10055"	"1"	"1"	"2.955379e-01"	"10055"
"4828"	"1"	"1"	"1.504059e-03"	"4828"
"7251"	"1"	"1"	"1.852333e-02"	"7251"
"140893"	"1"	"1"	"3.856844e-01"	"140893"
"53354"	"1"	"1"	"2.822970e-05"	"53354"
"51285"	"1"	"1"	"3.522239e-01"	"51285"
"9928"	"1"	"1"	"4.555682e-06"	"9928"
"196"	"1"	"1"	"1.048828e-12"	"196"
"100130581"	"1"	"1"	"3.290087e-02"	"100130581"
"64793"	"1"	"1"	"2.320042e-01"	"64793"
"51110"	"1"	"1"	"3.974913e-02"	"51110"
"26166"	"1"	"1"	"1.210741e-01"	"26166"
"5814"	"1"	"1"	"6.103212e-02"	"5814"
"57139"	"1"	"1"	"3.228440e-01"	"57139"
"5650"	"1"	"1"	"4.429787e-01"	"5650"
"100507290"	"1"	"1"	"6.984461e-02"	"100507290"
"4803"	"1"	"1"	"1.121068e-01"	"4803"
"305"	"1"	"1"	"6.008498e-03"	"305"
"5917"	"1"	"1"	"9.102056e-02"	"5917"
"339123"	"1"	"1"	"8.096284e-02"	"339123"
"6833"	"1"	"1"	"1.372888e-01"	"6833"
"100506314"	"1"	"1"	"3.359943e-03"	"100506314"
"8552"	"1"	"1"	"1.175412e-01"	"8552"
"84869"	"1"	"1"	"4.690285e-01"	"84869"
"80830"	"1"	"1"	"3.674413e-01"	"80830"
"4067"	"1"	"1"	"1.936824e-01"	"4067"
"23452"	"1"	"1"	"1.782721e-03"	"23452"
"80821"	"1"	"1"	"8.665659e-03"	"80821"
"10924"	"1"	"1"	"3.997614e-06"	"10924"
"9182"	"1"	"1"	"4.895654e-01"	"9182"
"60685"	"1"	"1"	"3.900858e-01"	"60685"
"79992"	"1"	"1"	"4.335484e-02"	"79992"
"9988"	"1"	"1"	"8.299904e-02"	"9988"
"80003"	"1"	"1"	"4.763956e-01"	"80003"
"27090"	"1"	"1"	"1.331446e-01"	"27090"
"9777"	"1"	"1"	"3.149104e-02"	"9777"
"9159"	"1"	"1"	"5.983334e-05"	"9159"
"51132"	"1"	"1"	"3.131857e-06"	"51132"
"283"	"1"	"1"	"4.804450e-01"	"283"
"100133308"	"1"	"1"	"3.175626e-01"	"100133308"
"657"	"1"	"1"	"2.747814e-04"	"657"
"55083"	"1"	"1"	"8.765815e-02"	"55083"
"57555"	"1"	"1"	"7.573203e-02"	"57555"
"2997"	"1"	"1"	"5.160559e-02"	"2997"
"1490"	"1"	"1"	"1.949578e-02"	"1490"
"6732"	"1"	"1"	"7.984181e-02"	"6732"
"55321"	"1"	"1"	"4.129084e-01"	"55321"
"4853"	"1"	"1"	"1.248522e-06"	"4853"
"348654"	"1"	"1"	"3.466800e-04"	"348654"
"84641"	"1"	"1"	"1.134170e-01"	"84641"
"9039"	"1"	"1"	"3.639892e-03"	"9039"
"54842"	"1"	"1"	"1.515771e-03"	"54842"
"2018"	"1"	"1"	"4.192604e-01"	"2018"
"117283"	"1"	"1"	"6.859262e-02"	"117283"
"10721"	"1"	"1"	"3.117901e-05"	"10721"
"29980"	"1"	"1"	"5.287762e-04"	"29980"
"101929645"	"1"	"1"	"4.888552e-01"	"101929645"
"29896"	"1"	"1"	"3.036009e-02"	"29896"
"84667"	"1"	"1"	"1.157930e-01"	"84667"
"163081"	"1"	"1"	"2.766661e-03"	"163081"
"23371"	"1"	"1"	"1.091783e-04"	"23371"
"25829"	"1"	"1"	"1.122641e-02"	"25829"
"10592"	"1"	"1"	"1.179720e-02"	"10592"
"9399"	"1"	"1"	"2.796054e-02"	"9399"
"6714"	"1"	"1"	"2.786774e-02"	"6714"
"84268"	"1"	"1"	"2.047688e-01"	"84268"
"8667"	"1"	"1"	"2.049929e-01"	"8667"
"100132815"	"1"	"1"	"2.792816e-03"	"100132815"
"11151"	"1"	"1"	"1.304957e-01"	"11151"
"284757"	"1"	"1"	"9.337612e-02"	"284757"
"10724"	"1"	"1"	"1.766883e-01"	"10724"
"6102"	"1"	"1"	"3.471473e-01"	"6102"
"51002"	"1"	"1"	"3.339426e-01"	"51002"
"6764"	"1"	"1"	"1.553919e-02"	"6764"
"2977"	"1"	"1"	"2.640934e-01"	"2977"
"26267"	"1"	"1"	"1.520478e-02"	"26267"
"8892"	"1"	"1"	"1.868319e-03"	"8892"
"51752"	"1"	"1"	"1.392896e-01"	"51752"
"199800"	"1"	"1"	"2.718112e-03"	"199800"
"246"	"1"	"1"	"7.480731e-02"	"246"
"144811"	"1"	"1"	"1.177037e-02"	"144811"
"2170"	"1"	"1"	"5.626206e-02"	"2170"
"705"	"1"	"1"	"2.516420e-07"	"705"
"170691"	"1"	"1"	"8.556282e-02"	"170691"
"54437"	"1"	"1"	"1.643970e-01"	"54437"
"7089"	"1"	"1"	"2.208049e-01"	"7089"
"399665"	"1"	"1"	"1.172909e-01"	"399665"
"9686"	"1"	"1"	"9.243890e-03"	"9686"
"54764"	"1"	"1"	"1.143759e-02"	"54764"
"50834"	"1"	"1"	"1.150097e-01"	"50834"
"26523"	"1"	"1"	"1.362050e-01"	"26523"
"284349"	"1"	"1"	"1.362628e-02"	"284349"
"7468"	"1"	"1"	"1.216650e-03"	"7468"
"5877"	"1"	"1"	"3.700390e-02"	"5877"
"162466"	"1"	"1"	"4.473331e-03"	"162466"
"55326"	"1"	"1"	"3.288202e-03"	"55326"
"939"	"1"	"1"	"1.636684e-01"	"939"
"60625"	"1"	"1"	"1.438685e-02"	"60625"
"7481"	"1"	"1"	"1.646259e-02"	"7481"
"101927608"	"1"	"1"	"2.869345e-01"	"101927608"
"84343"	"1"	"1"	"2.376507e-02"	"84343"
"66035"	"1"	"1"	"4.054292e-03"	"66035"
"10984"	"1"	"1"	"1.983315e-05"	"10984"
"4978"	"1"	"1"	"9.214630e-02"	"4978"
"54940"	"1"	"1"	"3.928058e-02"	"54940"
"3800"	"1"	"1"	"8.916160e-02"	"3800"
"960"	"1"	"1"	"8.087641e-02"	"960"
"147686"	"1"	"1"	"1.512479e-03"	"147686"
"5802"	"1"	"1"	"6.301601e-02"	"5802"
"558"	"1"	"1"	"5.031844e-02"	"558"
"1501"	"1"	"1"	"2.036754e-01"	"1501"
"79865"	"1"	"1"	"4.954845e-01"	"79865"
"79796"	"1"	"1"	"1.980529e-02"	"79796"
"51135"	"1"	"1"	"3.056276e-04"	"51135"
"27430"	"1"	"1"	"8.998924e-06"	"27430"
"26154"	"1"	"1"	"3.421283e-04"	"26154"
"122704"	"1"	"1"	"8.055004e-02"	"122704"
"79830"	"1"	"1"	"6.416145e-02"	"79830"
"6726"	"1"	"1"	"1.452814e-02"	"6726"
"132612"	"1"	"1"	"3.095297e-01"	"132612"
"405"	"1"	"1"	"3.361634e-02"	"405"
"643"	"1"	"1"	"1.429940e-01"	"643"
"286343"	"1"	"1"	"1.318941e-05"	"286343"
"124359"	"1"	"1"	"2.765697e-01"	"124359"
"10399"	"1"	"1"	"1.109574e-01"	"10399"
"10516"	"1"	"1"	"3.445374e-04"	"10516"
"55502"	"1"	"1"	"3.120363e-03"	"55502"
"90333"	"1"	"1"	"3.520029e-02"	"90333"
"4969"	"1"	"1"	"3.763827e-01"	"4969"
"5894"	"1"	"1"	"3.123393e-02"	"5894"
"650669"	"1"	"1"	"3.990971e-02"	"650669"
"54507"	"1"	"1"	"3.708977e-03"	"54507"
"51059"	"1"	"1"	"1.040066e-01"	"51059"
"221883"	"1"	"1"	"3.262674e-01"	"221883"
"83888"	"1"	"1"	"8.097343e-03"	"83888"
"100144603"	"1"	"1"	"2.574178e-03"	"100144603"
"9775"	"1"	"1"	"9.797466e-04"	"9775"
"2792"	"1"	"1"	"2.257635e-03"	"2792"
"5595"	"1"	"1"	"6.115761e-03"	"5595"
"245812"	"1"	"1"	"6.721149e-05"	"245812"
"283373"	"1"	"1"	"3.650026e-02"	"283373"
"54765"	"1"	"1"	"3.054335e-02"	"54765"
"55038"	"1"	"1"	"1.289788e-02"	"55038"
"55759"	"1"	"1"	"2.161646e-01"	"55759"
"79893"	"1"	"1"	"2.639274e-03"	"79893"
"100506725"	"1"	"1"	"6.715651e-02"	"100506725"
"4149"	"1"	"1"	"1.563872e-02"	"4149"
"4342"	"1"	"1"	"9.973628e-02"	"4342"
"8809"	"1"	"1"	"4.983353e-01"	"8809"
"26051"	"1"	"1"	"2.302565e-01"	"26051"
"2119"	"1"	"1"	"4.707442e-05"	"2119"
"257062"	"1"	"1"	"3.015092e-02"	"257062"
"149473"	"1"	"1"	"1.190457e-01"	"149473"
"8270"	"1"	"1"	"5.900194e-04"	"8270"
